BHK,Property-Price,Property_Type,City1,Property-On-Floor,Property-Facing,Age-Of-Property,Super-Built-up-Construction-Area,Carpet-Construction-Area,Bathroom,Furniture-Details,Current-Status,Location,No-Of-Lift-Per-Block,Parking-Details
2.0,33.0,Residential,Ahmedabad,4.0,South,10.0,990.0,720.0,2.0,Semi-Furnished,Self-Occupied,A-Naroda,2.0,Common Parking
2.0,52.0,Residential,Ahmedabad,4.0,East,10.0,1458.0,981.0,2.0,Unfurnished,Tenant-Occupied,A-Nikol,1.0,Common Parking
2.0,40.0,Residential,Ahmedabad,4.0,North-East,7.0,1206.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Reserved-Parking
2.0,49.0,Residential,Ahmedabad,2.0,East,12.0,1080.0,756.0,2.0,Semi-Furnished,Self-Occupied,A-Vasna ,1.0,Reserved-Parking
2.0,53.0,Residential,Ahmedabad,4.0,East,11.0,990.0,792.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,1.0,Common Parking
2.0,33.0,Residential,Ahmedabad,4.0,North-East,12.0,927.0,738.0,2.0,Semi-Furnished,Self-Occupied,A-Nikol,1.0,Common Parking
3.0,111.00000000000001,Residential,Ahmedabad,4.0,East,10.0,1800.0,1350.0,3.0,Full-Furnished,Tenant-Occupied,A-New Ranip,2.0,Reserved-Parking
2.0,40.0,Residential,Ahmedabad,4.0,East,8.0,1161.0,765.0,2.0,Unfurnished,Tenant-Occupied,A-Vastral,2.0,Common Parking
3.0,35.0,Commercial,Gandhinagar,4.0,East,2.0,842.0,450.0,1.0,Unfurnished,Empty,G-Sargasan,10.0,Reserved-Basement
3.0,225.0,Residential,Ahmedabad,5.0,East,15.0,1620.0,1710.0,3.0,Full-Furnished,Self-Occupied,A-Satellite,1.0,Reserved-Parking
3.0,73.0,Residential,Ahmedabad,5.0,East,4.0,1540.0,940.0,3.0,Full-Furnished,Self-Occupied,A-Sanand,2.0,Reserved-Parking
2.0,45.0,Residential,Ahmedabad,5.0,East,15.0,945.0,874.5,2.0,Unfurnished,Empty,A-Chandkheda,1.0,Common Parking
3.0,80.0,Residential,Ahmedabad,5.0,North-West,6.0,1305.0,990.0,3.0,Full-Furnished,Self-Occupied,A-New Ranip,1.0,Reserved-Parking
2.0,60.0,Residential,Ahmedabad,5.0,West,6.0,1305.0,783.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,1.0,Common Parking
2.0,37.0,Residential,Ahmedabad,6.0,West,4.0,1080.0,874.5,2.0,Unfurnished,Tenant-Occupied,A-Gota,1.0,Reserved-Parking
2.0,56.0,Residential,Ahmedabad,7.0,East,4.0,1233.0,693.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common-Basement
3.0,68.0,Residential,Ahmedabad,7.0,East,31.0,1404.0,1125.0,2.0,Semi-Furnished,Tenant-Occupied,A-Memnagar,2.0,Common Parking
1.0,32.0,Residential,Ahmedabad,7.0,East,8.0,765.0,495.0,1.0,Semi-Furnished,Self-Occupied,A-Vasna ,1.0,Common Parking
3.0,72.0,Residential,Ahmedabad,8.0,North,4.0,1000.0,700.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,2.0,Common Parking
2.0,28.0,Residential,Ahmedabad,9.0,North,8.0,600.0,480.0,2.0,Unfurnished,Self-Occupied,A-Gota,3.0,Common Parking
3.0,500.0,Commercial,Ahmedabad,0.0,East,4.0,1215.0,874.5,1.0,Unfurnished,Self-Occupied,A-narol,2.0,Reserved-Parking
3.0,55.0,Residential,Ahmedabad,13.0,East,6.0,1242.0,630.0,2.0,Full-Furnished,Self-Occupied,A-Naroda,2.0,Common-Basement
3.0,28.0,Residential,Ahmedabad,10.0,East,5.0,1200.0,1105.0,3.0,Semi-Furnished,Empty,A-Gota,2.0,Reserved-Parking
2.0,67.0,Residential,Ahmedabad,10.0,East,0.0,1215.0,693.0,2.0,Unfurnished,Empty,A-Vaishnodevi,2.0,Reserved-Basement
4.0,140.0,Residential,Ahmedabad,1.0,East,16.0,2070.0,1557.0,4.0,Full-Furnished,Self-Occupied,A-Maninagar,1.0,Reserved-Parking
1.0,80.51,Residential,Ahmedabad,1.0,East,4.0,675.0,405.0,1.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
3.0,99.0,Residential,Ahmedabad,14.0,East,7.0,1560.0,1014.0,3.0,Unfurnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
1.0,35.0,Residential,Ahmedabad,2.0,East,10.0,648.0,559.0,1.0,Full-Furnished,Self-Occupied,A-Nirnaynagar,1.0,Reserved-Parking
3.0,95.0,Commercial,Ahmedabad,0.0,East,7.0,610.0,365.0,1.0,Unfurnished,Tenant-Occupied,A-SG Highway,2.0,Reserved-Basement
2.0,32.0,Residential,Ahmedabad,3.0,North,10.0,990.0,792.0,2.0,Full-Furnished,Self-Occupied,A-narol,1.0,Common Parking
3.0,120.0,Residential,Ahmedabad,3.0,West,5.0,1215.0,1080.0,3.0,Full-Furnished,Self-Occupied,A-Vaishnodevi,2.0,Reserved-Parking
2.0,44.0,Residential,Ahmedabad,3.0,North-West,6.0,1125.0,675.0,1.0,Unfurnished,Empty,A-New Ranip,1.0,Common-Basement
2.0,55.0,Residential,Ahmedabad,3.0,North,10.0,945.0,756.0,2.0,Full-Furnished,Self-Occupied,A-Vastral,1.0,Common Parking
2.0,62.0,Residential,Ahmedabad,3.0,East,25.0,918.0,783.0,2.0,Full-Furnished,Self-Occupied,A-Thaltej,2.0,Common Parking
2.0,55.0,Residential,Ahmedabad,4.0,East,2.0,1350.0,765.0,2.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Reserved-Basement
2.0,52.0,Residential,Ahmedabad,1.0,East,30.0,1215.0,323.0,2.0,Unfurnished,Empty,A-Nava Vadaj,2.0,Common Parking
2.0,32.0,Residential,Ahmedabad,5.0,East,12.0,981.0,585.0,2.0,Semi-Furnished,Empty,A-Vastral,1.0,Common Parking
2.0,42.0,Residential,Ahmedabad,5.0,East,4.0,1053.0,639.0,2.0,Full-Furnished,Self-Occupied,A-Vastral,2.0,Common-Basement
2.0,56.0,Residential,Ahmedabad,1.0,North,22.0,1215.0,1035.0,2.0,Full-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
1.0,24.0,Residential,Ahmedabad,7.0,West,7.0,720.0,482.0,1.0,Semi-Furnished,Self-Occupied,A-Nikol,2.0,Common Parking
3.0,80.0,Residential,Ahmedabad,8.0,East,0.0,1680.0,930.0,3.0,Unfurnished,Empty,A-Jagatpur Gota,1.0,Common Parking
2.0,29.0,Residential,Ahmedabad,2.0,East,50.0,650.0,650.0,2.0,Semi-Furnished,Self-Occupied,A-Naroda,2.0,Common Parking
2.0,42.0,Residential,Ahmedabad,1.0,East,6.0,990.0,639.0,2.0,Semi-Furnished,Self-Occupied,A-New Ranip,1.0,Common Parking
2.0,37.0,Residential,Ahmedabad,1.0,East,10.0,1035.0,675.0,2.0,Full-Furnished,Self-Occupied,A-Nava Naroda,1.0,Common-Basement
2.0,60.0,Residential,Ahmedabad,1.0,East,10.0,1215.0,783.0,2.0,Unfurnished,Tenant-Occupied,A-New Ranip,2.0,Reserved-Basement
2.0,51.0,Residential,Ahmedabad,1.0,North,6.0,1125.0,900.0,2.0,Semi-Furnished,Tenant-Occupied,A-Vaishnodevi,1.0,Common Parking
2.0,60.0,Residential,Ahmedabad,3.0,North,25.0,1035.0,855.0,2.0,Semi-Furnished,Tenant-Occupied,A-Ghatlodia,1.0,Common-Basement
3.0,285.0,Residential,Ahmedabad,13.0,East,3.0,3231.0,2100.0,4.0,Unfurnished,Empty,A-Satellite,4.0,Common Parking
3.0,23.5,Commercial,Ahmedabad,2.0,North,4.0,1215.0,874.5,1.0,Semi-Furnished,Self-Occupied,A-Sanand,2.0,Reserved-Parking
1.0,28.5,Residential,Gandhinagar,2.0,East,12.0,756.0,874.5,1.0,Full-Furnished,Tenant-Occupied,A-Sughad,1.0,Reserved-Parking
2.0,35.0,Residential,Ahmedabad,3.0,East,8.0,500.0,484.0,1.0,Semi-Furnished,Self-Occupied,A-Gota,3.0,Common-Basement
2.0,50.0,Residential,Ahmedabad,3.0,East,12.0,900.0,720.0,2.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
3.0,78.0,Residential,Gandhinagar,4.0,East,10.0,1647.0,1152.0,3.0,Full-Furnished,Self-Occupied,G-Kudasan,1.0,Reserved-Parking
2.0,66.0,Residential,Ahmedabad,3.0,East,7.0,1152.0,864.0,2.0,Full-Furnished,Self-Occupied,A-Chandlodia,1.0,Common Parking
2.0,80.0,Residential,Ahmedabad,4.0,East,10.0,1120.0,800.0,2.0,Full-Furnished,Tenant-Occupied,A-Bopal,1.0,Reserved-Basement
2.0,58.0,Residential,Ahmedabad,4.0,East,5.0,1179.0,639.0,2.0,Unfurnished,Self-Occupied,A-Gota,1.0,Common Parking
2.0,42.0,Residential,Gandhinagar,4.0,East,11.0,1008.0,657.0,2.0,Semi-Furnished,Tenant-Occupied,G-Raysan,1.0,Common Parking
3.0,32.0,Residential,Ahmedabad,4.0,East,5.0,1008.0,675.0,2.0,Unfurnished,Self-Occupied,A-narol,2.0,Common Parking
2.0,53.0,Residential,Ahmedabad,5.0,East,12.0,1179.0,936.0,2.0,Full-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
2.0,25.0,Residential,Ahmedabad,5.0,South,12.0,110.0,88.0,2.0,Semi-Furnished,Self-Occupied,A-narol,1.0,Common Parking
2.0,32.0,Residential,Ahmedabad,5.0,East,10.0,1035.0,720.0,2.0,Semi-Furnished,Tenant-Occupied,A-Nikol,1.0,Common Parking
2.0,52.0,Residential,Ahmedabad,6.0,East,8.0,1152.0,692.0,2.0,Full-Furnished,Self-Occupied,A-Chandlodia,2.0,Common Parking
2.0,60.0,Residential,Ahmedabad,6.0,North-East,2.0,1233.0,675.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,1.0,Reserved-Parking
2.0,46.0,Residential,Ahmedabad,7.0,East,6.0,1035.0,765.0,2.0,Semi-Furnished,Self-Occupied,A-Nikol,1.0,Common Parking
2.0,50.0,Residential,Ahmedabad,7.0,North-East,7.0,1179.0,900.0,2.0,Semi-Furnished,Self-Occupied,A-Nava Naroda,2.0,Common Parking
5.0,185.0,Residential,Pune,3.0,East,13.0,1000.0,2900.0,7.0,Semi-Furnished,Self-Occupied,P-Rahatani,2.0,Reserved-Parking
2.0,150.0,Residential,Ahmedabad,1.0,East,12.0,1350.0,945.0,2.0,Full-Furnished,Self-Occupied,A-Sola,2.0,Reserved-Basement
3.0,70.0,Residential,Ahmedabad,10.0,East,0.0,1215.0,78.0,3.0,Unfurnished,Empty,A-Gota,2.0,Common Parking
3.0,95.0,Residential,Ahmedabad,12.0,North-East,5.0,1510.0,910.0,3.0,Unfurnished,Tenant-Occupied,A-Gota,2.0,Reserved-Parking
1.0,31.5,Residential,Ahmedabad,3.0,West,10.0,522.0,874.5,1.0,Semi-Furnished,Tenant-Occupied,A-Vejalpur,2.0,Reserved-Parking
3.0,90.0,Residential,Ahmedabad,2.0,East,13.0,1656.0,1242.0,3.0,Full-Furnished,Self-Occupied,A-Vejalpur,1.0,Common Parking
2.0,45.0,Residential,Ahmedabad,3.0,East,10.0,1179.0,828.0,2.0,Semi-Furnished,Tenant-Occupied,A-Sughad,1.0,Reserved-Parking
1.0,118.0,Residential,Ahmedabad,1.0,East,25.0,1080.0,585.0,2.0,Full-Furnished,Self-Occupied,A-Gurukul ,2.0,Common Parking
2.0,37.0,Residential,Ahmedabad,4.0,East,9.0,1098.0,998.0,2.0,Semi-Furnished,Tenant-Occupied,A-Vastral,1.0,Common Parking
2.0,26.0,Residential,Ahmedabad,4.0,East,10.0,1062.0,630.0,2.0,Semi-Furnished,Self-Occupied,A-narol,1.0,Common Parking
2.0,45.0,Residential,Ahmedabad,5.0,North,14.0,900.0,675.0,2.0,Semi-Furnished,Self-Occupied,A-Nirnaynagar,1.0,Common Parking
3.0,35.0,Residential,Ahmedabad,6.0,East,0.0,1260.0,693.0,2.0,Unfurnished,Empty,A-narol,2.0,Common-Basement
3.0,78.75,Residential,Ahmedabad,8.0,East,0.0,1750.0,1137.0,3.0,Unfurnished,Empty,A-Shilaj,2.0,Reserved-Parking
3.0,315.0,Commercial,Ahmedabad,0.0,East,40.0,9000.0,874.5,1.0,Full-Furnished,Tenant-Occupied,A-Vatva,2.0,Reserved-Parking
3.0,32.0,Commercial,Ahmedabad,0.0,East,8.0,2000.0,874.5,1.0,Unfurnished,Empty,A-Naroda,2.0,Common Parking
3.0,83.0,Residential,Ahmedabad,2.0,North-East,3.0,1512.0,981.0,2.0,Full-Furnished,Self-Occupied,A-Vaishnodevi,1.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,2.0,East,12.0,1118.0,972.0,2.0,Semi-Furnished,Self-Occupied,A-Sabarmati,1.0,Common Parking
3.0,83.0,Residential,Ahmedabad,3.0,North-East,3.0,1512.0,981.0,2.0,Full-Furnished,Self-Occupied,A-Vaishnodevi,1.0,Reserved-Parking
3.0,44.0,Residential,Ahmedabad,4.0,West,10.0,1440.0,990.0,3.0,Unfurnished,Empty,A-New Maninagar ,1.0,Common Parking
3.0,32.0,Commercial,Ahmedabad,5.0,East,5.0,472.0,303.0,1.0,Semi-Furnished,Empty,A-Gota,2.0,Reserved-Basement
2.0,25.0,Residential,Ahmedabad,1.0,West,10.0,900.0,874.5,2.0,Full-Furnished,Empty,A-Motera,2.0,Common Parking
2.0,65.0,Residential,Ahmedabad,5.0,North-East,12.0,1332.0,936.0,2.0,Full-Furnished,Self-Occupied,A-New Ranip,2.0,Reserved-Parking
4.0,151.0,Residential,Ahmedabad,0.0,East,11.0,1800.0,1575.0,3.0,Unfurnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
3.0,80.0,Residential,Gandhinagar,1.0,East,0.0,1845.0,1107.0,3.0,Unfurnished,Empty,G-Kudasan,2.0,Reserved-Parking
3.0,65.0,Residential,Gandhinagar,2.0,East,0.0,1503.0,909.0,2.0,Unfurnished,Empty,G-Kudasan,2.0,Reserved-Parking
3.0,30.0,Commercial,Ahmedabad,1.0,East,30.0,300.0,240.0,1.0,Unfurnished,Empty,A-Memnagar,2.0,Common Parking
2.0,16.5,Residential,Gandhinagar,10.0,West,2.0,1020.0,570.0,2.0,Unfurnished,Tenant-Occupied,G-Dahegam,1.0,Common Parking
2.0,52.0,Residential,Ahmedabad,2.0,North-East,25.0,1170.0,963.0,2.0,Semi-Furnished,Empty,A-Ranip,1.0,Common Parking
2.0,40.0,Residential,Ahmedabad,2.0,East,11.0,1116.0,729.0,2.0,Semi-Furnished,Tenant-Occupied,A-Vastral,1.0,Common Parking
2.0,90.0,Residential,Ahmedabad,0.0,East,40.0,1260.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Naranpura,2.0,Common Parking
4.0,430.0,Residential,Ahmedabad,0.0,North,15.0,1215.0,2700.0,4.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
2.0,75.0,Residential,Ahmedabad,1.0,West,25.0,1080.0,945.0,2.0,Full-Furnished,Self-Occupied,A-Naranpura,2.0,Common Parking
2.0,45.0,Residential,Ahmedabad,5.0,East,14.0,999.0,999.0,2.0,Semi-Furnished,Self-Occupied,A-Chandlodia,1.0,Reserved-Parking
2.0,28.0,Residential,Ahmedabad,5.0,East,7.0,1053.0,684.0,2.0,Semi-Furnished,Self-Occupied,A-narol,1.0,Common Parking
2.0,83.0,Residential,Ahmedabad,0.0,East,35.0,900.0,810.0,2.0,Full-Furnished,Self-Occupied,A-Naranpura,2.0,Common Parking
2.0,24.0,Residential,Gandhinagar,7.0,East,9.0,1215.0,874.5,2.0,Full-Furnished,Empty,G-Randesan,1.0,Common Parking
3.0,150.0,Residential,Ahmedabad,0.0,East,35.0,2700.0,1080.0,2.0,Full-Furnished,Self-Occupied,A-Naranpura,2.0,Common Parking
3.0,440.00000000000006,Commercial,Ahmedabad,2.0,East,8.0,5670.0,4815.0,2.0,Unfurnished,Tenant-Occupied,A-Shahibaug,2.0,Common Parking
2.0,14.0,Residential,Gandhinagar,4.0,East,5.0,998.0,570.0,2.0,Unfurnished,Tenant-Occupied,G-Dahegam,1.0,Common Parking
3.0,200.0,Commercial,Ahmedabad,2.0,East,10.0,5000.0,3600.0,1.0,Unfurnished,Empty,A-Nikol,2.0,Reserved-Basement
3.0,70.0,Commercial,Ahmedabad,2.0,West,12.0,2394.0,1915.0,2.0,Unfurnished,Empty,A-Odhav,2.0,Common Parking
3.0,20.0,Residential,Gandhinagar,7.0,East,1.0,1755.0,1143.0,3.0,Semi-Furnished,Empty,G-Raysan,2.0,Common Parking
3.0,40.0,Residential,Gandhinagar,11.0,East,1.0,1755.0,874.5,3.0,Unfurnished,Empty,G-Raysan,1.0,Reserved-Parking
2.0,72.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
3.0,145.0,Residential,Ahmedabad,0.0,East,20.0,1215.0,1368.0,3.0,Unfurnished,Self-Occupied,A-Paldi,2.0,Reserved-Parking
3.0,70.0,Residential,Ahmedabad,12.0,East,10.0,1440.0,1026.0,2.0,Semi-Furnished,Tenant-Occupied,A-Khokhra,2.0,Reserved-Parking
2.0,40.0,Residential,Ahmedabad,2.0,East,7.0,1089.0,702.0,2.0,Unfurnished,Tenant-Occupied,A-Adalaj,1.0,Reserved-Parking
2.0,29.0,Residential,Ahmedabad,3.0,North,22.0,900.0,684.0,2.0,Unfurnished,Self-Occupied,A-Vejalpur,2.0,Common Parking
2.0,40.0,Residential,Ahmedabad,0.0,East,25.0,900.0,675.0,1.0,Semi-Furnished,Self-Occupied,A-Vejalpur,2.0,Common Parking
3.0,72.0,Residential,Ahmedabad,4.0,East,14.0,1575.0,1098.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
1.0,35.0,Residential,Ahmedabad,4.0,West,14.0,648.0,874.5,1.0,Semi-Furnished,Self-Occupied,A-Vasna ,1.0,Common Parking
2.0,42.0,Residential,Ahmedabad,5.0,East,12.0,1140.0,890.0,2.0,Semi-Furnished,Self-Occupied,A-Vejalpur,1.0,Common-Basement
2.0,45.0,Residential,Ahmedabad,5.0,East,11.0,990.0,792.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,1.0,Common Parking
2.0,55.0,Residential,Ahmedabad,5.0,East,6.0,1134.0,792.0,2.0,Full-Furnished,Self-Occupied,A-Chandkheda,1.0,Reserved-Parking
1.0,27.0,Residential,Ahmedabad,5.0,South,10.0,999.0,774.0,1.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
3.0,150.0,Residential,Ahmedabad,0.0,East,25.0,1215.0,1971.0,3.0,Full-Furnished,Self-Occupied,A-Vejalpur,2.0,Reserved-Parking
2.0,40.0,Residential,Ahmedabad,0.0,East,23.0,900.0,666.0,1.0,Semi-Furnished,Self-Occupied,A-Vejalpur,2.0,Common Parking
3.0,60.0,Commercial,Ahmedabad,3.0,East,7.0,1215.0,710.0,1.0,Unfurnished,Empty,A-South Bopal,1.0,Common Parking
2.0,77.0,Residential,Ahmedabad,1.0,East,9.0,1242.0,810.0,2.0,Full-Furnished,Tenant-Occupied,A-Maninagar,1.0,Reserved-Parking
3.0,75.0,Residential,Ahmedabad,6.0,East,0.5,1505.0,817.0,3.0,Unfurnished,Empty,A-Shela,2.0,Reserved-Parking
3.0,55.51,Commercial,Ahmedabad,4.0,South,0.5,721.0,468.0,1.0,Unfurnished,Empty,A-Thaltej,2.0,Reserved-Parking
3.0,425.0,Commercial,Ahmedabad,0.0,East,1.0,2312.0,1272.0,1.0,Unfurnished,Empty,A-SG Highway,2.0,Reserved-Basement
3.0,6.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-Dholera Sir,2.0,Common Parking
2.0,26.0,Residential,Ahmedabad,10.0,East,7.0,720.0,576.0,1.0,Semi-Furnished,Tenant-Occupied,A-Gota,3.0,Common Parking
2.0,27.0,Residential,Ahmedabad,10.0,North-East,8.0,670.0,475.0,1.0,Semi-Furnished,Self-Occupied,A-Gota,3.0,Common Parking
2.0,46.0,Residential,Ahmedabad,2.0,East,40.0,900.0,720.0,1.0,Semi-Furnished,Self-Occupied,A-Nirnaynagar,2.0,Common Parking
4.0,140.0,Residential,Gandhinagar,2.0,North-West,10.0,1035.0,1881.0,5.0,Full-Furnished,Self-Occupied,G-Vavol,2.0,Reserved-Parking
2.0,28.0,Residential,Ahmedabad,13.0,North,8.0,692.0,485.0,1.0,Semi-Furnished,Self-Occupied,A-Gota,3.0,Common Parking
3.0,55.0,Residential,Ahmedabad,4.0,East,27.0,1170.0,990.0,3.0,Unfurnished,Self-Occupied,A-Vasna ,1.0,Common Parking
1.0,24.0,Residential,Ahmedabad,2.0,North,8.0,774.0,495.0,1.0,Unfurnished,Tenant-Occupied,A-Chandkheda,1.0,Common Parking
2.0,49.0,Residential,Ahmedabad,3.0,East,10.0,1035.0,720.0,2.0,Semi-Furnished,Self-Occupied,A-New Ranip,1.0,Reserved-Parking
1.0,30.5,Residential,Ahmedabad,4.0,South,25.0,720.0,423.0,1.0,Semi-Furnished,Self-Occupied,A-Chandlodia,1.0,Common Parking
3.0,75.0,Residential,Ahmedabad,6.0,East,0.5,1505.0,817.0,3.0,Unfurnished,Empty,A-Shela,2.0,Reserved-Parking
3.0,50.0,Commercial,Ahmedabad,2.0,East,8.0,1215.0,874.5,1.0,Semi-Furnished,Empty,A-Vaishnodevi,2.0,Common Parking
1.0,55.0,Residential,Gandhinagar,3.0,East,28.0,550.0,238.0,1.0,Semi-Furnished,Empty,G-Sector 6B,2.0,Common-Basement
3.0,1728.0,Commercial,Gandhinagar,0.0,North-East,1.0,5861.0,874.5,4.0,Unfurnished,Empty,G-Sector 26,2.0,Common Parking
3.0,7.62,Commercial,Gandhinagar,0.0,North-East,1.0,5861.0,874.5,4.0,Unfurnished,Empty,G-Sectr 22,1.0,Common Parking
3.0,370.0,Residential,Ahmedabad,2.0,East,28.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-Chandkheda,2.0,Common Parking
3.0,300.0,Residential,Gandhinagar,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Adalaj,2.0,Common Parking
3.0,44.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-Sanand,2.0,Common Parking
3.0,23.0,Commercial,Surat,0.0,East,6.0,1600.0,1500.0,1.0,Unfurnished,Empty,S-Udhna,2.0,Common Parking
3.0,48.0,Residential,Ahmedabad,2.0,East,13.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-Adalaj,2.0,Common Parking
3.0,1150.0,Commercial,Ahmedabad,2.0,North-East,8.0,1215.0,874.5,1.0,Unfurnished,Empty,A-Sarkhej,2.0,Reserved-Parking
3.0,204.99999999999997,Residential,Gandhinagar,1.0,East,10.0,1905.0,1560.0,1.0,Unfurnished,Self-Occupied,G-Koba,2.0,Reserved-Parking
3.0,57.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Sanand,2.0,Common Parking
4.0,50.0,Residential,Gandhinagar,0.0,East,8.0,1215.0,842.0,2.0,Full-Furnished,Self-Occupied,A-Adalaj,0.0,Common Parking
2.0,150.0,Residential,Ahmedabad,0.0,East,3.0,1215.0,2385.0,2.0,Semi-Furnished,Self-Occupied,A-Sanand,2.0,Reserved-Parking
3.0,22.5,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Unfurnished,Self-Occupied,A-Bavla,2.0,Common Parking
2.0,266.0,Residential,Gandhinagar,0.0,East,11.0,1215.0,495.0,1.0,Semi-Furnished,Empty,G-kalol,2.0,Reserved-Parking
3.0,45.0,Residential,Ahmedabad,2.0,South-West,8.0,1215.0,874.5,2.0,Semi-Furnished,Empty,B-Alamgir,2.0,Common Parking
3.0,100.0,Residential,Ahmedabad,2.0,East,44.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-Isanpur,2.0,Common Parking
2.0,58.0,Residential,Ahmedabad,1.0,East,1.0,1310.0,851.0,2.0,Unfurnished,Empty,A-Ghuma,2.0,Reserved-Parking
3.0,1050.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
3.0,200.0,Commercial,Ahmedabad,10.0,East,1.0,1383.0,761.0,1.0,Unfurnished,Empty,A-SG Highway,2.0,Common Parking
3.0,122.0,Commercial,Ahmedabad,1.0,East,1.0,842.0,463.0,1.0,Unfurnished,Empty,A-SG Highway,1.0,Common Parking
2.0,55.0,Residential,Gandhinagar,5.0,East,5.0,1251.0,756.0,2.0,Full-Furnished,Self-Occupied,G-Sargasan,2.0,Reserved-Parking
2.0,65.0,Residential,Ahmedabad,10.0,East,11.0,1202.0,842.0,2.0,Full-Furnished,Self-Occupied,A-Khokhra,2.0,Reserved-Parking
1.0,30.0,Residential,Ahmedabad,0.0,West,25.0,1215.0,513.0,1.0,Unfurnished,Empty,A-Vejalpur,2.0,Reserved-Parking
1.0,27.5,Residential,Ahmedabad,4.0,North,9.0,774.0,522.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
1.0,27.0,Residential,Ahmedabad,4.0,East,9.0,774.0,504.0,1.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Common Parking
2.0,50.0,Residential,Ahmedabad,5.0,East,20.0,1080.0,828.0,2.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
1.0,15.0,Residential,Ahmedabad,5.0,South,10.0,657.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-Vinzol,1.0,Common Parking
5.0,425.0,Residential,Pune,2.0,West,20.0,2000.0,2500.0,2.0,Unfurnished,Self-Occupied,P-Pashan,2.0,Reserved-Parking
3.0,43.0,Residential,Ahmedabad,7.0,East,6.0,1000.0,700.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
2.0,45.0,Residential,Ahmedabad,8.0,East,6.0,990.0,630.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
1.0,20.0,Residential,Ahmedabad,5.0,East,7.0,585.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-narol,1.0,Common Parking
1.0,20.0,Residential,Ahmedabad,5.0,East,7.0,585.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-narol,1.0,Common Parking
3.0,40.0,Residential,Ahmedabad,10.0,East,6.0,1200.0,700.0,2.0,Unfurnished,Empty,A-Gota,2.0,Common Parking
1.0,23.0,Residential,Ahmedabad,3.0,North,20.0,995.0,675.0,1.0,Semi-Furnished,Self-Occupied,A-Vejalpur,0.0,Common Parking
3.0,22.0,Commercial,Ahmedabad,0.0,North-East,25.0,200.0,108.0,1.0,Semi-Furnished,Empty,A-Memnagar,2.0,Common Parking
2.0,68.0,Residential,Gandhinagar,2.0,East,24.0,1000.0,852.0,2.0,Semi-Furnished,Tenant-Occupied,G-Sector 7B,2.0,Common Parking
3.0,15.0,Commercial,Ahmedabad,2.0,North,3.5,300.0,216.0,1.0,Unfurnished,Tenant-Occupied,A-Saraspur,1.0,Common Parking
3.0,75.0,Commercial,Ahmedabad,0.0,East,5.0,1200.0,780.0,1.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Common Parking
2.0,39.5,Residential,Pune,1.0,East,7.0,950.0,950.0,1.0,Unfurnished,Tenant-Occupied,P-Lohegaon,2.0,Common Parking
