BHK,Property-Price,Property_Type,City1,Property-On-Floor,Property-Facing,Age-Of-Property,Super-Built-up-Construction-Area,Carpet-Construction-Area,Bathroom,Furniture-Details,Current-Status,Location,No-Of-Lift-Per-Block,Parking-Details
2.0,105.0,Residential,Ahmedabad,7.0,East,9.0,1195.0,900.0,2.0,Unfurnished,Tenant-Occupied,P-Pimpari,2.0,Reserved-Parking
3.0,72.0,,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
2.0,60.0,Residential,Ahmedabad,7.0,East,5.0,1210.0,786.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,2.0,Reserved-Parking
1.0,35.0,Residential,Ahmedabad,7.0,East,6.0,750.0,505.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
3.0,71.5,Residential,Ahmedabad,7.0,East,7.0,1300.0,975.0,3.0,Semi-Furnished,Self-Occupied,A-Vasna ,2.0,Reserved-Parking
2.0,46.5,Residential,Ahmedabad,7.0,South,5.0,1260.0,756.0,2.0,Semi-Furnished,Self-Occupied,A-Nikol,2.0,Common Parking
3.0,95.0,Residential,Ahmedabad,7.0,North,3.0,1485.0,965.0,3.0,Full-Furnished,Self-Occupied,A-Bopal,2.0,Reserved-Parking
2.0,50.0,Residential,Ahmedabad,7.0,East,6.0,1215.0,1026.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Reserved-Parking
2.0,32.0,Residential,Ahmedabad,7.0,South,6.0,1062.0,693.0,2.0,Unfurnished,Tenant-Occupied,A-Nava Naroda,2.0,Common Parking
2.0,63.0,Residential,Ahmedabad,8.0,East,1.0,1125.0,720.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Reserved-Parking
2.0,65.0,Residential,Ahmedabad,9.0,East,4.0,1000.0,789.0,2.0,Full-Furnished,Self-Occupied,A-Vasna ,2.0,Reserved-Parking
3.0,239.0,Residential,Ahmedabad,9.0,East,0.5,4279.0,2481.0,4.0,Unfurnished,Empty,A-Shela,3.0,Reserved-Basement
3.0,170.0,Residential,Ahmedabad,9.0,West,16.0,2010.0,1407.0,3.0,Full-Furnished,Self-Occupied,A-Satellite,2.0,Reserved-Parking
3.0,30.0,Commercial,Gandhinagar,5.0,East,1.0,424.0,275.0,1.0,Unfurnished,Empty,G-Sargasan,4.0,Reserved-Basement
5.0,335.0,Residential,Ahmedabad,1.0,East,30.0,2484.0,3600.0,2.0,Full-Furnished,Self-Occupied,A-Ghodasar,2.0,Common Parking
4.0,165.0,Residential,Ahmedabad,1.0,East,13.0,2430.0,1944.0,4.0,Full-Furnished,Self-Occupied,A-Gota,1.0,Reserved-Parking
2.0,40.0,Residential,Ahmedabad,1.0,East,9.0,1080.0,756.0,2.0,Semi-Furnished,Tenant-Occupied,A-Vastral,1.0,Common Parking
2.0,45.0,Residential,Ahmedabad,1.0,North,11.0,1188.0,828.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
1.0,35.0,Residential,Ahmedabad,1.0,East,6.0,675.0,432.0,1.0,Unfurnished,Empty,A-Gota,1.0,Common Parking
3.0,65.0,Residential,Gandhinagar,1.0,East,1.0,1575.0,819.0,3.0,Semi-Furnished,Empty,G-Randheja,2.0,Common Parking
2.0,53.0,Residential,Ahmedabad,1.0,East,5.0,635.0,551.0,2.0,Semi-Furnished,Self-Occupied,A-Vasna ,1.0,Common Parking
2.0,66.0,Residential,Ahmedabad,1.0,East,11.0,1179.0,936.0,2.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
3.0,37.5,Commercial,Ahmedabad,1.0,East,4.0,472.0,306.0,1.0,Full-Furnished,Empty,A-Satellite,2.0,Common Parking
3.0,137.0,Commercial,Gandhinagar,1.0,East,10.0,1250.0,880.0,1.0,Unfurnished,Tenant-Occupied,G-Raysan,2.0,Common Parking
3.0,70.0,Residential,Ahmedabad,0.0,East,27.0,1215.0,1350.0,2.0,Semi-Furnished,Self-Occupied,A-Isanpur,2.0,Reserved-Parking
3.0,73.0,Commercial,Ahmedabad,1.0,East,20.0,1215.0,650.0,1.0,Full-Furnished,Self-Occupied,A-Ashram Road,1.0,Common Parking
3.0,130.0,Residential,Ahmedabad,11.0,East,3.0,1890.0,1134.0,3.0,Full-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,105.0,Residential,Ahmedabad,11.0,East,1.0,1990.0,1194.0,3.0,Unfurnished,Self-Occupied,A-Bopal,2.0,Reserved-Parking
4.0,311.0,Residential,Ahmedabad,12.0,East,0.5,3327.0,874.5,4.0,Unfurnished,Empty,A-Ambawadi,2.0,Basement-Parking
3.0,85.0,Residential,Ahmedabad,5.0,East,23.0,1305.0,1109.0,3.0,Full-Furnished,Self-Occupied,A-Gurukul ,1.0,Common Parking
3.0,50.0,Residential,Ahmedabad,14.0,East,2.0,1188.0,648.0,2.0,Full-Furnished,Self-Occupied,A-Nava Naroda,2.0,Common-Basement
3.0,125.0,Residential,Ahmedabad,14.0,East,0.5,1650.0,1072.0,3.0,Unfurnished,Empty,A-SG Highway,2.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,3.0,East,30.0,900.0,774.0,2.0,Semi-Furnished,Self-Occupied,A-Thaltej,1.0,Common Parking
3.0,26.0,Residential,Ahmedabad,2.0,East,2.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-Sanand,2.0,Reserved-Parking
3.0,110.00000000000001,Residential,Ahmedabad,1.0,East,40.0,1620.0,1485.0,3.0,Semi-Furnished,Tenant-Occupied,A-Paldi,2.0,Common Parking
4.0,225.0,Residential,Ahmedabad,0.0,East,17.0,2250.0,874.5,3.0,Unfurnished,Empty,A-Ghatlodia,2.0,Common Parking
3.0,85.0,Residential,Ahmedabad,2.0,East,12.0,1746.0,1395.0,3.0,Full-Furnished,Self-Occupied,A-Nikol,1.0,Common Parking
2.0,41.0,Residential,Ahmedabad,2.0,West,9.0,945.0,756.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
3.0,95.0,Residential,Ahmedabad,2.0,East,2.0,1440.0,870.0,3.0,Full-Furnished,Self-Occupied,A-South Bopal,2.0,Reserved-Basement
2.0,125.0,Residential,Pune,2.0,East,1.0,1140.0,803.0,2.0,Unfurnished,Empty,P-Balewadi,3.0,Reserved-Parking
2.0,38.5,Residential,Ahmedabad,2.0,East,8.0,1017.0,729.0,1.0,Unfurnished,Tenant-Occupied,A-Nava Naroda,1.0,Common Parking
2.0,35.0,Residential,Ahmedabad,2.0,East,6.0,999.0,650.0,2.0,Unfurnished,Tenant-Occupied,A-Nava Naroda,1.0,Common Parking
2.0,42.0,Residential,Ahmedabad,2.0,North,18.0,810.0,585.0,1.0,Semi-Furnished,Self-Occupied,A-Ranip,1.0,Common Parking
3.0,25.0,Commercial,Ahmedabad,2.0,East,10.0,435.0,282.0,2.0,Semi-Furnished,Tenant-Occupied,A-Bapunagar,3.0,Reserved-Basement
2.0,52.0,Residential,Ahmedabad,2.0,East,21.0,1080.0,765.0,2.0,Semi-Furnished,Self-Occupied,A-Paldi,1.0,Common Parking
3.0,270.0,Residential,Ahmedabad,0.0,East,15.0,1215.0,1980.0,4.0,Full-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
1.0,28.5,Residential,Ahmedabad,3.0,East,25.0,1215.0,900.0,1.0,Full-Furnished,Tenant-Occupied,A-Vejalpur,2.0,Common Parking
2.0,54.0,Residential,Gandhinagar,3.0,West,10.0,1242.0,810.0,2.0,Full-Furnished,Self-Occupied,G-Sargasan,1.0,Reserved-Parking
2.0,52.0,Residential,Ahmedabad,3.0,East,11.0,1260.0,1008.0,2.0,Semi-Furnished,Self-Occupied,A-Chandlodia,1.0,Common Parking
2.0,85.0,Residential,Ahmedabad,3.0,East,5.0,1080.0,648.0,2.0,Semi-Furnished,Tenant-Occupied,A-Bopal,1.0,Reserved-Parking
2.0,43.51,Residential,Ahmedabad,3.0,East,13.0,117.0,99.0,2.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Reserved-Parking
3.0,75.0,Residential,Ahmedabad,3.0,East,12.0,2160.0,1404.0,4.0,Full-Furnished,Self-Occupied,A-Nikol,1.0,Common Parking
3.0,73.0,Residential,Ahmedabad,3.0,East,4.0,1521.0,1215.0,3.0,Semi-Furnished,Empty,A-Chandlodia,1.0,Common Parking
2.0,50.0,Residential,Ahmedabad,3.0,West,13.0,1224.0,900.0,2.0,Semi-Furnished,Self-Occupied,A-Nikol,1.0,Common Parking
1.0,40.0,Residential,Ahmedabad,3.0,East,16.0,837.0,657.0,2.0,Semi-Furnished,Tenant-Occupied,A-Maninagar,1.0,Common Parking
2.0,40.0,Residential,Ahmedabad,3.0,West,7.0,945.0,612.0,2.0,Full-Furnished,Self-Occupied,A-Ramol ,1.0,Reserved-Basement
4.0,215.0,Residential,Ahmedabad,2.0,West,24.0,217.0,874.5,4.0,Semi-Furnished,Empty,A-Bodakdev,2.0,Reserved-Parking
2.0,38.0,Residential,Ahmedabad,4.0,North-West,10.0,981.0,729.0,2.0,Full-Furnished,Self-Occupied,A-Odhav,1.0,Common Parking
2.0,52.0,Residential,Ahmedabad,4.0,East,0.5,1575.0,1017.0,2.0,Unfurnished,Empty,A-nana Childoa,2.0,Reserved-Parking
3.0,65.0,Residential,Ahmedabad,4.0,East,6.0,1350.0,855.0,3.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common-Basement
3.0,93.51,Residential,Ahmedabad,4.0,East,9.0,1460.0,1022.0,3.0,Full-Furnished,Tenant-Occupied,A-Makarba,2.0,Reserved-Basement
2.0,40.0,Residential,Ahmedabad,4.0,North,10.0,945.0,702.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
2.0,60.0,Residential,Ahmedabad,0.0,North,30.0,1200.0,1050.0,1.0,Semi-Furnished,Self-Occupied,A-Nava Vadaj,2.0,Common Parking
2.0,65.5,Residential,Ahmedabad,1.0,East,25.0,1350.0,1080.0,2.0,Semi-Furnished,Self-Occupied,A-Thaltej,1.0,Common Parking
2.0,34.0,Residential,Ahmedabad,5.0,East,8.0,1126.0,882.0,2.0,Full-Furnished,Self-Occupied,A-Hathijan ,1.0,Common Parking
3.0,85.0,Residential,Ahmedabad,5.0,East,0.0,1725.0,1121.0,3.0,Unfurnished,Empty,A-Shela,2.0,Reserved-Parking
3.0,75.0,Residential,Ahmedabad,5.0,East,4.0,1485.0,963.0,3.0,Semi-Furnished,Self-Occupied,A-Ambawadi,1.0,Reserved-Parking
3.0,65.0,Residential,Ahmedabad,6.0,East,10.0,1116.0,792.0,3.0,Unfurnished,Tenant-Occupied,A-New Ranip,2.0,Common-Basement
2.0,45.0,Residential,Ahmedabad,6.0,East,4.0,999.0,666.0,1.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
2.0,70.0,Residential,Ahmedabad,6.0,East,10.0,1350.0,1017.0,2.0,Full-Furnished,Empty,A-Gota,4.0,Reserved-Basement
2.0,60.0,Residential,Ahmedabad,7.0,East,7.0,1179.0,765.0,2.0,Full-Furnished,Self-Occupied,A-Gota,1.0,Reserved-Parking
1.0,25.0,Residential,Ahmedabad,7.0,East,6.0,540.0,387.0,1.0,Semi-Furnished,Self-Occupied,A-Vastral,1.0,Common Parking
2.0,55.0,Residential,Ahmedabad,7.0,East,4.0,1278.0,1116.0,2.0,Semi-Furnished,Tenant-Occupied,A-Naroda,2.0,Reserved-Parking
1.0,50.0,Residential,Ahmedabad,7.0,North-East,8.0,750.0,525.0,1.0,Semi-Furnished,Tenant-Occupied,A-Bopal,1.0,Reserved-Parking
2.0,67.0,Residential,Ahmedabad,7.0,East,1.0,1314.0,855.0,2.0,Unfurnished,Tenant-Occupied,A-New Ranip,2.0,Common Parking
3.0,50.0,Residential,Ahmedabad,8.0,North-East,5.0,1350.0,874.5,3.0,Unfurnished,Tenant-Occupied,A-Ranip,2.0,Common Parking
3.0,135.0,Residential,Ahmedabad,8.0,East,0.0,2147.0,1245.0,3.0,Unfurnished,Empty,A-Bhadaj,2.0,Reserved-Parking
2.0,72.0,Residential,Gandhinagar,8.0,East,6.0,1125.0,874.5,2.0,Semi-Furnished,Self-Occupied,G-Koba,2.0,Reserved-Parking
2.0,70.0,Residential,Ahmedabad,9.0,East,6.0,1215.0,765.0,2.0,Full-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,120.0,Residential,Ahmedabad,9.0,East,8.0,1629.0,1143.0,2.0,Semi-Furnished,Tenant-Occupied,A-Shahibaug,2.0,Reserved-Basement
5.0,375.0,Residential,Ahmedabad,3.0,East,13.0,3555.0,2898.0,6.0,Unfurnished,Self-Occupied,A-Bopal,2.0,Reserved-Parking
3.0,90.0,Commercial,Ahmedabad,2.0,East,18.0,1326.0,1060.0,1.0,Semi-Furnished,Empty,A-Shahibaug,2.0,Common Parking
3.0,65.0,Commercial,Ahmedabad,0.0,North,30.0,1150.0,745.0,1.0,Full-Furnished,Self-Occupied,A-Ellisbridge,2.0,Common Parking
3.0,535.0,Commercial,Ahmedabad,1.0,East,20.0,3000.0,1750.0,1.0,Full-Furnished,Empty,A-Naranpura,2.0,Common Parking
3.0,55.0,Commercial,Vadodara,1.0,East,5.0,309.0,200.0,1.0,Unfurnished,Empty,B-Waghodia Road,2.0,Common Parking
3.0,67.5,Commercial,Ahmedabad,1.0,North-East,8.0,675.0,438.0,1.0,Unfurnished,Empty,A-Chandkheda,2.0,Common Parking
3.0,75.0,Commercial,Ahmedabad,1.0,East,10.0,550.0,357.0,1.0,Semi-Furnished,Self-Occupied,A-Nava Naroda,3.0,Common-Basement
3.0,51.3,Commercial,Ahmedabad,1.0,North-East,0.0,342.0,222.0,1.0,Unfurnished,Empty,A-Gota,1.0,Reserved-Parking
3.0,100.0,Commercial,Ahmedabad,1.0,North,0.5,666.0,432.0,1.0,Unfurnished,Empty,G-Kudasan,2.0,Reserved-Basement
3.0,100.0,Commercial,Gandhinagar,1.0,North,0.5,667.0,433.0,1.0,Unfurnished,Empty,G-Kudasan,2.0,Common-Basement
3.0,108.0,Commercial,Ahmedabad,1.0,North,0.5,677.0,433.0,1.0,Unfurnished,Empty,G-Kudasan,2.0,Common-Basement
3.0,57.0,Commercial,Ahmedabad,1.0,East,13.0,500.0,438.0,1.0,Unfurnished,Tenant-Occupied,A-Chandlodia,2.0,Common Parking
3.0,36.0,Commercial,Gandhinagar,1.0,East,3.0,375.0,874.5,2.0,Unfurnished,Empty,A-Adalaj,2.0,Common Parking
3.0,54.0,Commercial,Ahmedabad,1.0,North,25.0,262.0,222.0,1.0,Semi-Furnished,Empty,A-Thaltej,2.0,Common Parking
1.0,31.0,Residential,Ahmedabad,0.0,East,10.0,1215.0,874.5,1.0,Unfurnished,Empty,A-Shahibaug,2.0,Common Parking
3.0,20.0,Commercial,Ahmedabad,1.0,East,30.0,500.0,420.0,1.0,Unfurnished,Empty,A-Navrangpura,2.0,Common Parking
3.0,50.0,Residential,Ahmedabad,1.0,East,10.0,220.0,195.0,1.0,Unfurnished,Tenant-Occupied,A-Vastrapur,2.0,Common Parking
3.0,187.0,Residential,Ahmedabad,17.0,South-West,7.0,2280.0,1428.0,3.0,Full-Furnished,Self-Occupied,A-Vaishnodevi,3.0,Reserved-Parking
2.0,35.0,Residential,Ahmedabad,0.0,East,12.0,1215.0,855.0,1.0,Full-Furnished,Self-Occupied,A-Ghodasar,2.0,Reserved-Parking
3.0,130.0,Residential,Ahmedabad,1.0,East,15.0,1800.0,1620.0,3.0,Semi-Furnished,Self-Occupied,A-Ambawadi,1.0,Reserved-Parking
3.0,98.0,Residential,Ahmedabad,1.0,East,20.0,1755.0,1404.0,3.0,Semi-Furnished,Self-Occupied,A-Thaltej,1.0,Common Parking
3.0,123.0,Residential,Ahmedabad,11.0,East,1.0,1500.0,1150.0,3.0,Semi-Furnished,Empty,A-Gota,2.0,Reserved-Parking
1.0,35.0,Residential,Pune,11.0,East,7.0,564.0,525.0,1.0,Unfurnished,Tenant-Occupied,P-Phursungi,2.0,Common Parking
2.0,60.0,Residential,Ahmedabad,2.0,North,35.0,1152.0,756.0,2.0,Semi-Furnished,Self-Occupied,A-Vasna ,2.0,Common Parking
1.0,21.5,Residential,Ahmedabad,0.0,East,22.0,1080.0,1026.0,1.0,Semi-Furnished,Self-Occupied,A-Saraspur,2.0,Common Parking
2.0,53.0,Residential,Ahmedabad,4.0,East,20.0,1080.0,900.0,2.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
2.0,60.0,Residential,Gandhinagar,2.0,East,10.0,1557.0,1251.0,2.0,Semi-Furnished,Tenant-Occupied,G-Kudasan,1.0,Common Parking
2.0,48.0,Residential,Ahmedabad,2.0,North,11.0,1143.0,801.0,1.0,Unfurnished,Empty,A-Vasna ,1.0,Common Parking
3.0,40.0,Residential,Vadodara,2.0,North-East,7.0,1000.0,800.0,2.0,Semi-Furnished,Empty,B-Harni,2.0,Common Parking
2.0,78.0,Residential,Ahmedabad,1.0,North,30.0,837.0,837.0,2.0,Semi-Furnished,Self-Occupied,A-Vastrapur,2.0,Common Parking
3.0,80.0,Residential,Ahmedabad,3.0,East,20.0,1170.0,774.0,2.0,Unfurnished,Empty,A-Chandkheda,1.0,Common Parking
2.0,50.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
2.0,42.0,Residential,Ahmedabad,3.0,North,13.0,1071.0,720.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,1.0,Common Parking
2.0,43.0,Residential,Ahmedabad,3.0,East,12.0,1017.0,810.0,2.0,Full-Furnished,Self-Occupied,A-New Ranip,1.0,Common Parking
2.0,32.0,Residential,Ahmedabad,3.0,North,10.0,121.0,104.0,2.0,Unfurnished,Tenant-Occupied,A-Odhav,1.0,Common-Basement
2.0,49.0,Residential,Ahmedabad,3.0,East,10.0,1026.0,720.0,2.0,Semi-Furnished,Self-Occupied,A-New Ranip,1.0,Common Parking
2.0,48.0,Residential,Ahmedabad,3.0,East,11.0,1143.0,954.0,2.0,Full-Furnished,Tenant-Occupied,A-Vasna ,1.0,Common Parking
3.0,103.0,Commercial,Ahmedabad,1.0,North-East,5.0,1207.0,874.5,1.0,Unfurnished,Empty,A-SG Highway,1.0,Common-Basement
2.0,20.0,Residential,Ahmedabad,0.0,East,40.0,585.0,405.0,2.0,Unfurnished,Self-Occupied,A-Odhav,2.0,Common Parking
2.0,42.0,Residential,Ahmedabad,4.0,North-West,13.0,954.0,594.0,2.0,Full-Furnished,Self-Occupied,A-Nikol,1.0,Common Parking
2.0,33.0,Residential,Ahmedabad,4.0,East,0.0,1116.0,693.0,2.0,Unfurnished,Empty,A-Vinzol,1.0,Reserved-Parking
2.0,64.0,Residential,Ahmedabad,4.0,East,9.0,1341.0,864.0,2.0,Semi-Furnished,Tenant-Occupied,A-Motera,1.0,Reserved-Parking
2.0,34.0,Residential,Ahmedabad,4.0,North-East,5.0,1152.0,747.0,2.0,Semi-Furnished,Tenant-Occupied,A-narol,1.0,Common Parking
3.0,76.0,Residential,Ahmedabad,4.0,East,2.0,1440.0,792.0,3.0,Semi-Furnished,Self-Occupied,A-South Bopal,2.0,Reserved-Basement
1.0,30.0,Residential,Ahmedabad,4.0,East,9.0,783.0,540.0,1.0,Semi-Furnished,Self-Occupied,A-Naroda,1.0,Common Parking
3.0,78.0,Residential,Ahmedabad,5.0,East,10.0,1630.0,1057.0,3.0,Semi-Furnished,Tenant-Occupied,A-Chandkheda,1.0,Reserved-Parking
3.0,67.0,Residential,Ahmedabad,5.0,East,0.0,1760.0,1056.0,3.0,Unfurnished,Empty,A-Shela,1.0,Reserved-Parking
2.0,85.0,Residential,Ahmedabad,5.0,East,4.0,1404.0,909.0,2.0,Semi-Furnished,Self-Occupied,A-Memnagar,2.0,Reserved-Parking
4.0,175.0,Residential,Ahmedabad,3.0,West,20.0,2070.0,874.5,4.0,Semi-Furnished,Self-Occupied,A-Shahibaug,1.0,Common Parking
3.0,65.0,Residential,Ahmedabad,6.0,East,7.0,1395.0,900.0,3.0,Semi-Furnished,Self-Occupied,A-New Ranip,1.0,Common Parking
2.0,62.0,Residential,Ahmedabad,6.0,East,5.0,1260.0,756.0,2.0,Full-Furnished,Self-Occupied,A-Gota,2.0,Common-Basement
2.0,57.0,Residential,Ahmedabad,6.0,East,20.0,1125.0,900.0,2.0,Semi-Furnished,Empty,A-Jivrajpark,2.0,Common Parking
3.0,65.0,Residential,Ahmedabad,9.0,East,4.0,1500.0,990.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,2.0,Reserved-Parking
3.0,85.0,Residential,Ahmedabad,9.0,South,22.0,1665.0,1413.0,3.0,Semi-Furnished,Empty,A-Ambawadi,2.0,Common Parking
1.0,25.0,Residential,Ahmedabad,1.0,East,9.0,540.0,360.0,1.0,Unfurnished,Empty,A-Nikol,1.0,Common Parking
2.0,90.0,Residential,Ahmedabad,5.0,East,19.0,990.0,792.0,2.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
3.0,250.0,Commercial,Ahmedabad,0.0,East,10.0,1666.0,1082.0,1.0,Unfurnished,Empty,A-Memnagar,2.0,Common Parking
3.0,130.0,Residential,Ahmedabad,10.0,West,1.0,822.0,490.0,1.0,Unfurnished,Empty,A-Nava Naroda,5.0,Common-Basement
3.0,120.0,Commercial,Ahmedabad,0.0,East,0.5,978.0,635.0,1.0,Unfurnished,Self-Occupied,A-Naranpura,2.0,Common Parking
3.0,155.0,Commercial,Ahmedabad,0.0,East,0.0,972.0,534.0,1.0,Unfurnished,Empty,A-Vaishnodevi,1.0,Common Parking
3.0,350.0,Commercial,Ahmedabad,0.0,North,3.0,1791.0,1164.0,1.0,Unfurnished,Tenant-Occupied,A-Nikol,2.0,Common Parking
3.0,70.0,Commercial,Ahmedabad,0.0,East,39.0,1215.0,581.0,2.0,Full-Furnished,Empty,A-Vasna ,2.0,Reserved-Parking
3.0,180.0,Commercial,Ahmedabad,1.0,East,0.0,1179.0,707.0,1.0,Unfurnished,Self-Occupied,A-Nikol,2.0,Common-Basement
3.0,49.94,Commercial,Ahmedabad,1.0,East,0.0,454.0,295.0,1.0,Unfurnished,Self-Occupied,A-Zundal,2.0,Reserved-Parking
3.0,175.0,Commercial,Ahmedabad,0.0,North,23.0,853.0,400.0,1.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,2.0,Common Parking
2.0,70.0,Residential,Ahmedabad,0.0,South-East,20.0,1350.0,1215.0,2.0,Semi-Furnished,Tenant-Occupied,A-Navrangpura,2.0,Common Parking
3.0,42.5,Commercial,Ahmedabad,0.0,North-East,17.0,1215.0,207.0,1.0,Unfurnished,Empty,A-Ghatlodia,2.0,Common Parking
3.0,30.0,Commercial,Ahmedabad,1.0,East,20.0,210.0,180.0,1.0,Unfurnished,Empty,A-Amraiwadi,2.0,Common Parking
3.0,34.0,Commercial,Vadodara,0.0,North,5.0,390.0,262.0,1.0,Unfurnished,Self-Occupied,B-Dabhoi Road,2.0,Common Parking
3.0,50.0,Residential,Ahmedabad,0.0,North,30.0,1215.0,1260.0,2.0,Semi-Furnished,Self-Occupied,A-Vasna ,2.0,Common Parking
3.0,75.0,Commercial,Ahmedabad,0.0,East,10.0,550.0,310.0,1.0,Unfurnished,Empty,A-Motera,2.0,Common-Basement
3.0,275.0,Commercial,Ahmedabad,0.0,East,30.0,700.0,630.0,1.0,Unfurnished,Tenant-Occupied,A-Gurukul ,2.0,Reserved-Parking
3.0,123.0,Commercial,Ahmedabad,0.0,East,0.0,684.0,444.0,1.0,Unfurnished,Empty,A-Bhadaj,2.0,Common Parking
3.0,42.0,Commercial,Ahmedabad,1.0,East,20.0,300.0,250.0,1.0,Unfurnished,Tenant-Occupied,A-Maninagar,2.0,Common Parking
3.0,215.0,Commercial,Gandhinagar,0.0,North,0.5,860.0,560.0,1.0,Unfurnished,Empty,G-Kudasan,2.0,Basement-Parking
3.0,225.99999999999997,Commercial,Gandhinagar,0.0,North,0.5,871.0,566.0,1.0,Unfurnished,Empty,G-Kudasan,2.0,Common-Basement
3.0,175.0,Commercial,Ahmedabad,1.0,North,3.0,715.0,410.0,1.0,Unfurnished,Empty,A-Naranpura,2.0,Reserved-Basement
3.0,155.0,Commercial,Ahmedabad,1.0,West,0.0,929.0,500.0,1.0,Semi-Furnished,Self-Occupied,A-Chandkheda,4.0,Reserved-Basement
3.0,130.0,Residential,Ahmedabad,0.0,East,29.0,1125.0,693.0,3.0,Semi-Furnished,Self-Occupied,A-CG Road Navrangpura,2.0,Reserved-Parking
3.0,106.0,Commercial,Ahmedabad,0.0,East,5.0,891.0,579.0,1.0,Unfurnished,Tenant-Occupied,A-Chandkheda,2.0,Reserved-Parking
3.0,167.0,Commercial,Ahmedabad,0.0,North,1.0,815.0,874.5,1.0,Unfurnished,Empty,A-Vastrapur,2.0,Common Parking
3.0,110.00000000000001,Commercial,Ahmedabad,2.0,East,8.0,1514.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-Vatva,2.0,Common Parking
3.0,62.5,Residential,Ahmedabad,7.0,North-East,4.0,1035.0,747.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,2.0,Common Parking
3.0,112.00000000000001,Commercial,Ahmedabad,0.0,North-East,5.0,659.0,874.5,1.0,Unfurnished,Empty,A-SG Highway,1.0,Common-Basement
2.0,28.0,Residential,Ahmedabad,4.0,East,10.0,1062.0,630.0,2.0,Semi-Furnished,Self-Occupied,A-narol,1.0,Common Parking
3.0,95.0,Residential,Ahmedabad,1.0,West,0.5,2025.0,1359.0,3.0,Unfurnished,Empty,A-Adalaj,2.0,Reserved-Parking
2.0,65.0,Residential,Ahmedabad,1.0,East,8.0,1216.0,790.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,3.0,Common Parking
3.0,295.0,Commercial,Ahmedabad,0.0,West,30.0,4500.0,874.5,3.0,Semi-Furnished,Tenant-Occupied,A-Shahibaug,2.0,Common Parking
2.0,75.0,Residential,Pune,2.0,West,1.0,970.0,810.0,2.0,Unfurnished,Tenant-Occupied,P-Wagholi,2.0,Reserved-Basement
1.0,35.0,Residential,Ahmedabad,2.0,North,25.0,525.0,420.0,1.0,Unfurnished,Empty,A-Nava Vadaj,2.0,Common Parking
2.0,50.0,Residential,Ahmedabad,2.0,North-East,7.0,999.0,648.0,2.0,Semi-Furnished,Empty,A-Gota,1.0,Common Parking
2.0,61.0,Residential,Ahmedabad,2.0,East,15.0,1215.0,819.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
3.0,55.0,Residential,Ahmedabad,1.0,East,25.0,1170.0,999.0,2.0,Semi-Furnished,Self-Occupied,A-Nava Vadaj,2.0,Common Parking
4.0,165.0,Residential,Ahmedabad,3.0,East,8.0,1980.0,1980.0,4.0,Semi-Furnished,Self-Occupied,A-Hathijan ,2.0,Reserved-Parking
1.0,32.0,Residential,Ahmedabad,3.0,North,5.0,441.0,368.0,1.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
2.0,56.0,Residential,Gandhinagar,3.0,North-East,8.0,1125.0,846.0,2.0,Full-Furnished,Self-Occupied,G-Sargasan,1.0,Reserved-Basement
3.0,56.0,Residential,Ahmedabad,3.0,East,7.0,1665.0,1166.0,3.0,Semi-Furnished,Tenant-Occupied,A-Sanand,2.0,Reserved-Parking
3.0,114.99999999999999,Residential,Ahmedabad,3.0,East,10.0,1890.0,1233.0,3.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Reserved-Basement
