expired_tag,rejection_reasons
d-38-kavisha-duplex-chandkheda-oct24_1388,"Price 200.0 outside [22.20, 51.80]; Distance 11.15 km (A-Satellite to A-Chandkheda) > 6.0 km; Price 200.0 outside [225.00, 525.00]; Price 200.0 outside [84.00, 196.00]; Price 200.0 outside [28.50, 66.50]; Distance 8.43 km (A-Navrangpura to A-Chandkheda) > 6.0 km; Price 200.0 outside [85.20, 198.80]; Distance 7.28 km (A-Naranpura to A-Chandkheda) > 6.0 km; Distance 14.99 km (A-Bopal to A-Chandkheda) > 6.0 km; Price 200.0 outside [39.00, 91.00]; Distance 9.13 km (A-Bapunagar to A-Chandkheda) > 6.0 km; Price 200.0 outside [76.80, 179.20]; Distance 12.82 km (A-Maninagar to A-Chandkheda) > 6.0 km; Distance 13.22 km (A-Amraiwadi to A-Chandkheda) > 6.0 km"
"a-2-purshottam-bunglows-thaltej-oct24,_663","Distance 13.54 km (A-Bapunagar to A-Thaltej) > 6.0 km; Price 500.0 outside [84.00, 196.00]; Price 500.0 outside [135.00, 315.00]; Price 500.0 outside [162.00, 378.00]; Distance 14.06 km (A-Sanand to A-Thaltej) > 6.0 km; Price 500.0 outside [108.00, 252.00]; Distance 17.49 km (A-Nikol to A-Thaltej) > 6.0 km; Price 500.0 outside [18.00, 42.00]; Price 500.0 outside [73.20, 170.80]"
4-samruddham-nest-chandkheda-dec24_354,"Distance 11.15 km (A-Satellite to A-Chandkheda) > 6.0 km; Distance 13.29 km (A-Shilaj to A-Chandkheda) > 6.0 km; Price 170.0 outside [240.00, 560.00]; Distance 7.28 km (A-Naranpura to A-Chandkheda) > 6.0 km; Distance 24.91 km (A-Sanand to A-Chandkheda) > 6.0 km; Distance 9.13 km (A-Bapunagar to A-Chandkheda) > 6.0 km; Price 170.0 outside [18.00, 42.00]"
5-vishwamitra-society-jivraj-park-oct24_416,"Price 150.0 outside [43.20, 100.80]; Price 150.0 outside [240.00, 560.00]; Distance 10.31 km (A-Bapunagar to A-Jivrajpark) > 6.0 km; Distance 7.57 km (A-Nava Vadaj to A-Jivrajpark) > 6.0 km; Price 150.0 outside [30.00, 70.00]; Distance 7.73 km (A-Ghatlodia to A-Jivrajpark) > 6.0 km; Distance 10.69 km (A-Sabarmati to A-Jivrajpark) > 6.0 km; Distance 13.01 km (A-Kubernagar to A-Jivrajpark) > 6.0 km"
b-12-dhumketu-bunglows-kankariya-oct24_932,"Price 385.0 outside [84.00, 196.00]; Distance 10.25 km (A-Ghatlodia to A-kankaria) > 6.0 km; Price 385.0 outside [46.20, 107.80]; Price 385.0 outside [22.20, 51.80]; Distance 504.67 km (P-Rahatani to A-kankaria) > 6.0 km; Price 385.0 outside [85.20, 198.80]; Distance 12.07 km (A-SG Highway to A-kankaria) > 6.0 km; Distance 8.44 km (A-Nikol to A-kankaria) > 6.0 km; Distance 14.76 km (A-Shilaj to A-kankaria) > 6.0 km; Distance 14.57 km (A-Bopal to A-kankaria) > 6.0 km; Distance 9.07 km (A-Satellite to A-kankaria) > 6.0 km; Distance 511.64 km (P-Pashan to A-kankaria) > 6.0 km; Distance 8.67 km (A-Naroda to A-kankaria) > 6.0 km; Price 385.0 outside [96.00, 224.00]; Price 385.0 outside [76.80, 179.20]; Price 385.0 outside [111.00, 259.00]"
2-nijripunj-society-ranip-oct24_163,"Distance 7.98 km (A-Naroda to A-Ranip) > 6.0 km; Distance 8.27 km (A-Satellite to A-Ranip) > 6.0 km; Distance 10.14 km (A-Nikol to A-Ranip) > 6.0 km; Price 375.0 outside [84.00, 196.00]; Distance 7.26 km (A-Bapunagar to A-Ranip) > 6.0 km; Price 375.0 outside [96.00, 224.00]; Price 375.0 outside [46.20, 107.80]; Distance 9.94 km (A-Maninagar to A-Ranip) > 6.0 km; Price 375.0 outside [22.20, 51.80]"
e-1001-zaveri-greens-south-bopal-jan25_1435,"Distance 16.71 km (A-Bapunagar to A-South Bopal) > 6.0 km; Distance 9.62 km (A-Navrangpura to A-South Bopal) > 6.0 km; Distance 19.90 km (A-Adalaj to A-South Bopal) > 6.0 km; Price 53.0 outside [246.00, 574.00]; Price 53.0 outside [22.20, 51.80]; Price 53.0 outside [84.00, 196.00]; Price 53.0 outside [240.00, 560.00]; Price 53.0 outside [85.20, 198.80]; Distance 11.61 km (A-Gota to A-South Bopal) > 6.0 km; Distance 17.22 km (A-Amraiwadi to A-South Bopal) > 6.0 km"
b-37-jhanvi-bunglows-bopal-nov24_1033,"Distance 21.22 km (A-Nikol to A-Bopal) > 6.0 km; Price 290.0 outside [57.00, 133.00]; Distance 518.26 km (P-Pashan to A-Bopal) > 6.0 km; Price 290.0 outside [99.60, 232.40]; Distance 505.12 km (P-Moshi to A-Bopal) > 6.0 km; Price 290.0 outside [108.00, 252.00]; Distance 20.86 km (A-Odhav to A-Bopal) > 6.0 km; Price 290.0 outside [312.60, 729.40]; Price 290.0 outside [72.00, 168.00]; Distance 21.82 km (A-Nava Naroda to A-Bopal) > 6.0 km; Distance 14.00 km (A-Sabarmati to A-Bopal) > 6.0 km; Distance 9.09 km (A-Vasna to A-Bopal) > 6.0 km; Price 290.0 outside [54.00, 126.00]; Distance 9.07 km (A-Naranpura to A-Bopal) > 6.0 km; Price 290.0 outside [99.00, 231.00]; Distance 6.93 km (A-Science City to A-Bopal) > 6.0 km; Distance 512.27 km (P-Pimple-saudagar to A-Bopal) > 6.0 km; Distance 13.81 km (A-Shahibaug to A-Bopal) > 6.0 km; Distance 13.35 km (A-Kalupur to A-Bopal) > 6.0 km; Price 290.0 outside [402.00, 938.00]; Distance 15.57 km (A-Isanpur to A-Bopal) > 6.0 km; Distance 16.32 km (A-Motera to A-Bopal) > 6.0 km; Price 290.0 outside [532.80, 1243.20]; Price 290.0 outside [52.80, 123.20]"
29-30-saibaba-society-meghaninagar-feb25_256,"Distance 503.77 km (P-Moshi to A-Shahibaug) > 6.0 km; Distance 8.04 km (A-Odhav to A-Shahibaug) > 6.0 km; Price 220.00000000000003 outside [402.00, 938.00]; Price 220.00000000000003 outside [57.00, 133.00]; Price 220.00000000000003 outside [225.00, 525.00]; Price 220.00000000000003 outside [532.80, 1243.20]; Price 220.00000000000003 outside [312.60, 729.40]; Distance 7.58 km (A-Nikol to A-Shahibaug) > 6.0 km; Price 220.00000000000003 outside [234.00, 546.00]; Distance 7.74 km (A-Vasna to A-Shahibaug) > 6.0 km; Distance 517.17 km (P-Pashan to A-Shahibaug) > 6.0 km; Distance 8.00 km (A-Nava Naroda to A-Shahibaug) > 6.0 km; Distance 9.95 km (A-Thaltej to A-Shahibaug) > 6.0 km; Distance 8.94 km (A-Isanpur to A-Shahibaug) > 6.0 km; Price 220.00000000000003 outside [54.00, 126.00]; Distance 8.53 km (A-Satellite to A-Shahibaug) > 6.0 km; Price 220.00000000000003 outside [255.00, 595.00]; Distance 8.84 km (A-Bodakdev to A-Shahibaug) > 6.0 km; Distance 511.12 km (P-Pimple-saudagar to A-Shahibaug) > 6.0 km"
15-vishwamitra-society-vejalpur-dec24_130,"Distance 14.11 km (A-Motera to A-Vejalpur) > 6.0 km; Distance 6.16 km (A-Naranpura to A-Vejalpur) > 6.0 km; Price 250.0 outside [54.00, 126.00]; Distance 513.86 km (P-Pashan to A-Vejalpur) > 6.0 km; Distance 16.46 km (A-Nikol to A-Vejalpur) > 6.0 km; Distance 500.63 km (P-Moshi to A-Vejalpur) > 6.0 km; Distance 9.06 km (A-Maninagar to A-Vejalpur) > 6.0 km; Distance 10.37 km (A-Ranip to A-Vejalpur) > 6.0 km; Distance 11.74 km (A-Sabarmati to A-Vejalpur) > 6.0 km; Price 250.0 outside [99.00, 231.00]; Price 250.0 outside [255.00, 595.00]; Distance 7.16 km (A-Usmanpura to A-Vejalpur) > 6.0 km; Distance 17.52 km (A-Nava Naroda to A-Vejalpur) > 6.0 km; Price 250.0 outside [27.00, 63.00]; Price 250.0 outside [402.00, 938.00]; Distance 8.29 km (A-Kalupur to A-Vejalpur) > 6.0 km"
"d-5-12-fortune-roto-amraiwadi-sep24,_1397","Price 285.0 outside [312.60, 729.40]; Price 285.0 outside [300.00, 700.00]; Price 285.0 outside [72.00, 168.00]; Distance 510.12 km (P-Pashan to A-Amraiwadi) > 6.0 km; Distance 7.51 km (A-Paldi to A-Amraiwadi) > 6.0 km; Price 285.0 outside [532.80, 1243.20]; Distance 12.98 km (A-New Ranip to A-Amraiwadi) > 6.0 km; Distance 17.22 km (A-South Bopal to A-Amraiwadi) > 6.0 km; Price 285.0 outside [402.00, 938.00]; Price 285.0 outside [114.00, 266.00]; Distance 13.22 km (A-Chandkheda to A-Amraiwadi) > 6.0 km; Price 285.0 outside [108.00, 252.00]; Distance 7.44 km (A-Shahibaug to A-Amraiwadi) > 6.0 km; Distance 7.88 km (A-Naroda to A-Amraiwadi) > 6.0 km; Price 285.0 outside [106.80, 249.20]; Distance 6.62 km (A-Nikol to A-Amraiwadi) > 6.0 km; Price 285.0 outside [373.80, 872.20]; Distance 15.04 km (A-Thaltej to A-Amraiwadi) > 6.0 km; Distance 26.43 km (A-Sanand to A-Amraiwadi) > 6.0 km; Distance 12.16 km (A-Motera to A-Amraiwadi) > 6.0 km; Distance 9.15 km (A-Vasna to A-Amraiwadi) > 6.0 km; Distance 8.69 km (A-Nava Naroda to A-Amraiwadi) > 6.0 km; Price 285.0 outside [99.00, 231.00]; Distance 12.50 km (A-Satellite to A-Amraiwadi) > 6.0 km; Price 285.0 outside [375.00, 875.00]; Distance 18.00 km (A-Bopal to A-Amraiwadi) > 6.0 km; Distance 10.54 km (A-Naranpura to A-Amraiwadi) > 6.0 km; Price 285.0 outside [105.00, 245.00]; Distance 504.05 km (P-Pimple-saudagar to A-Amraiwadi) > 6.0 km"
d-103-abhilash-apartment-sg-highway-march25_1351,"Price 130.0 outside [210.00, 490.00]; Distance 7.65 km (A-Motera to A-SG Highway) > 6.0 km; Price 130.0 outside [153.00, 357.00]; Price 130.0 outside [24.00, 56.00]; Distance 15.10 km (A-Nikol to A-SG Highway) > 6.0 km; Distance 17.92 km (A-Ramol to A-SG Highway) > 6.0 km; Price 130.0 outside [31.80, 74.20]; Price 130.0 outside [532.80, 1243.20]; Distance 522.69 km (P-Pashan to A-SG Highway) > 6.0 km; Price 130.0 outside [180.00, 420.00]; Distance 6.60 km (A-Vaishnodevi to A-SG Highway) > 6.0 km; Price 130.0 outside [255.00, 595.00]; Distance 459.63 km (P-Ambegaon to A-SG Highway) > 6.0 km; Price 130.0 outside [198.00, 462.00]; Price 130.0 outside [225.00, 525.00]; Price 130.0 outside [45.00, 105.00]; Distance 10.04 km (A-South Bopal to A-SG Highway) > 6.0 km; Distance 516.66 km (P-Pimple-saudagar to A-SG Highway) > 6.0 km; Distance 6.93 km (A-Satellite to A-SG Highway) > 6.0 km; Price 130.0 outside [402.00, 938.00]"
3-h-9-balaji-aghora-residency-chandkheda-dec24_263,"Price 82.0 outside [255.00, 595.00]; Price 82.0 outside [99.00, 231.00]; Distance 15.43 km (A-South Bopal to A-Chandkheda) > 6.0 km; Distance 12.39 km (A-Vaishnodevi to A-Chandkheda) > 6.0 km; Price 82.0 outside [225.00, 525.00]; Distance 8.09 km (A-Science City to A-Chandkheda) > 6.0 km; Distance 7.28 km (A-Naranpura to A-Chandkheda) > 6.0 km; Distance 6.32 km (A-Ghatlodia to A-Chandkheda) > 6.0 km; Price 82.0 outside [532.80, 1243.20]; Distance 459.99 km (P-Ambegaon to A-Chandkheda) > 6.0 km; Distance 523.17 km (P-Pashan to A-Chandkheda) > 6.0 km; Price 82.0 outside [24.00, 56.00]; Price 82.0 outside [198.00, 462.00]; Price 82.0 outside [210.00, 490.00]; Distance 10.94 km (A-Thaltej to A-Chandkheda) > 6.0 km; Distance 517.12 km (P-Pimple-saudagar to A-Chandkheda) > 6.0 km; Price 82.0 outside [180.00, 420.00]; Price 82.0 outside [402.00, 938.00]; Distance 16.09 km (A-Ramol to A-Chandkheda) > 6.0 km; Distance 11.15 km (A-Satellite to A-Chandkheda) > 6.0 km; Price 82.0 outside [99.60, 232.40]; Distance 10.91 km (A-Nikol to A-Chandkheda) > 6.0 km; Price 82.0 outside [153.00, 357.00]"
i-302-shaligram-lakeview-khoraj-oct24_1645,"Distance 7.12 km (A-Naranpura to A-Vaishnodevi) > 6.0 km; Distance 13.81 km (A-Motera to A-Vaishnodevi) > 6.0 km; Price 120.0 outside [153.00, 357.00]; Distance 6.16 km (A-Ghatlodia to A-Vaishnodevi) > 6.0 km; Price 120.0 outside [31.80, 74.20]; Price 120.0 outside [210.00, 490.00]; Price 120.0 outside [402.00, 938.00]; Price 120.0 outside [24.00, 56.00]; Price 120.0 outside [45.00, 105.00]; Price 120.0 outside [198.00, 462.00]; Distance 19.43 km (A-Nikol to A-Vaishnodevi) > 6.0 km; Distance 456.98 km (P-Ambegaon to A-Vaishnodevi) > 6.0 km; Price 120.0 outside [180.00, 420.00]; Distance 513.90 km (P-Pimple-saudagar to A-Vaishnodevi) > 6.0 km; Price 120.0 outside [532.80, 1243.20]; Price 120.0 outside [225.00, 525.00]; Distance 19.75 km (A-Ramol to A-Vaishnodevi) > 6.0 km"
a-1-704-shreemad-elegance-nikol-feb25_582,"Price 47.0 outside [210.00, 490.00]; Price 47.0 outside [99.00, 231.00]; Price 47.0 outside [198.00, 462.00]; Distance 9.19 km (A-Motera to A-Nikol) > 6.0 km; Distance 17.49 km (A-Thaltej to A-Nikol) > 6.0 km; Price 47.0 outside [225.00, 525.00]; Distance 10.14 km (A-Ranip to A-Nikol) > 6.0 km; Distance 15.73 km (A-Satellite to A-Nikol) > 6.0 km; Price 47.0 outside [54.00, 126.00]; Price 47.0 outside [180.00, 420.00]; Distance 12.31 km (A-Naranpura to A-Nikol) > 6.0 km; Distance 13.68 km (A-Vasna to A-Nikol) > 6.0 km; Distance 16.23 km (A-Bodakdev to A-Nikol) > 6.0 km; Price 47.0 outside [402.00, 938.00]"
a-301-shilp-saral-bopal-may25_710,"Distance 455.39 km (P-Ambegaon to A-Bopal) > 6.0 km; Price 76.0 outside [198.00, 462.00]; Price 76.0 outside [24.00, 56.00]; Distance 21.22 km (A-Nikol to A-Bopal) > 6.0 km; Price 76.0 outside [225.00, 525.00]; Price 76.0 outside [532.80, 1243.20]; Distance 20.59 km (A-Ramol to A-Bopal) > 6.0 km; Distance 9.07 km (A-Naranpura to A-Bopal) > 6.0 km; Distance 6.93 km (A-Science City to A-Bopal) > 6.0 km; Price 76.0 outside [31.80, 74.20]; Distance 512.27 km (P-Pimple-saudagar to A-Bopal) > 6.0 km; Price 76.0 outside [174.00, 406.00]; Price 76.0 outside [99.00, 231.00]; Distance 13.35 km (A-Kalupur to A-Bopal) > 6.0 km; Price 76.0 outside [402.00, 938.00]; Price 76.0 outside [99.60, 232.40]; Price 76.0 outside [210.00, 490.00]; Price 76.0 outside [153.00, 357.00]; Distance 16.32 km (A-Motera to A-Bopal) > 6.0 km; Distance 8.69 km (A-Ghatlodia to A-Bopal) > 6.0 km; Price 76.0 outside [180.00, 420.00]"
b-502-anmol-aagman--resi-gota-sep24_1082,"Price 65.0 outside [198.00, 462.00]; Price 65.0 outside [99.60, 232.40]; Price 65.0 outside [210.00, 490.00]; Distance 8.26 km (A-Satellite to A-Gota) > 6.0 km; Price 65.0 outside [24.00, 56.00]; Distance 17.91 km (A-Ramol to A-Gota) > 6.0 km; Price 65.0 outside [402.00, 938.00]; Price 65.0 outside [225.00, 525.00]; Price 65.0 outside [99.00, 231.00]; Distance 6.37 km (A-Motera to A-Gota) > 6.0 km; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Price 65.0 outside [72.00, 168.00]; Distance 11.61 km (A-South Bopal to A-Gota) > 6.0 km; Price 65.0 outside [153.00, 357.00]; Distance 7.08 km (A-Thaltej to A-Gota) > 6.0 km; Price 65.0 outside [180.00, 420.00]; Distance 8.18 km (A-Vaishnodevi to A-Gota) > 6.0 km"
g-1-1704-the-meadows-vaishnodevi-feb25_1554,"Price 187.0 outside [225.00, 525.00]; Distance 7.12 km (A-Naranpura to A-Vaishnodevi) > 6.0 km; Price 187.0 outside [532.80, 1243.20]; Distance 13.81 km (A-Motera to A-Vaishnodevi) > 6.0 km; Distance 15.16 km (A-Isanpur to A-Vaishnodevi) > 6.0 km; Price 187.0 outside [210.00, 490.00]; Price 187.0 outside [49.80, 116.20]; Price 187.0 outside [52.20, 121.80]; Distance 19.43 km (A-Nikol to A-Vaishnodevi) > 6.0 km; Distance 8.71 km (A-Vasna to A-Vaishnodevi) > 6.0 km; Distance 513.90 km (P-Pimple-saudagar to A-Vaishnodevi) > 6.0 km; Price 187.0 outside [312.60, 729.40]; Price 187.0 outside [198.00, 462.00]; Distance 11.88 km (A-Shahibaug to A-Vaishnodevi) > 6.0 km; Price 187.0 outside [72.00, 168.00]"
e-903-safal-parivesh-satellite-nov24_1484,"Price 170.0 outside [180.00, 420.00]; Price 170.0 outside [198.00, 462.00]; Price 170.0 outside [225.00, 525.00]; Price 170.0 outside [24.00, 56.00]; Price 170.0 outside [72.00, 168.00]; Distance 15.73 km (A-Nikol to A-Satellite) > 6.0 km; Price 170.0 outside [532.80, 1243.20]; Distance 12.04 km (A-Motera to A-Satellite) > 6.0 km; Price 170.0 outside [402.00, 938.00]; Price 170.0 outside [210.00, 490.00]; Distance 15.19 km (A-Ramol to A-Satellite) > 6.0 km; Price 170.0 outside [45.00, 105.00]; Distance 510.38 km (P-Pimple-saudagar to A-Satellite) > 6.0 km"
b-302-samprat-tower-2-bodakdev-sept24_1019,"Price 94.0 outside [198.00, 462.00]; Distance 14.59 km (A-Ramol to A-Vastrapur) > 6.0 km; Price 94.0 outside [402.00, 938.00]; Price 94.0 outside [99.00, 231.00]; Price 94.0 outside [210.00, 490.00]; Price 94.0 outside [99.60, 232.40]; Distance 14.62 km (A-Nikol to A-Vastrapur) > 6.0 km; Price 94.0 outside [225.00, 525.00]; Distance 10.73 km (A-Motera to A-Vastrapur) > 6.0 km; Distance 6.34 km (A-South Bopal to A-Vastrapur) > 6.0 km; Price 94.0 outside [31.80, 74.20]; Price 94.0 outside [180.00, 420.00]; Price 94.0 outside [24.00, 56.00]"
a-14-harshad-colony-part-1-bapunagar-feb25_646,"Price 70.0 outside [144.00, 336.00]; Distance 500.98 km (P-Moshi to A-Bapunagar) > 6.0 km; Price 70.0 outside [180.00, 420.00]; Price 70.0 outside [402.00, 938.00]; Price 70.0 outside [99.00, 231.00]; Price 70.0 outside [225.00, 525.00]; Price 70.0 outside [195.00, 455.00]; Price 70.0 outside [234.00, 546.00]; Distance 13.54 km (A-Thaltej to A-Bapunagar) > 6.0 km; Price 70.0 outside [174.00, 406.00]; Price 70.0 outside [255.00, 595.00]; Price 70.0 outside [198.00, 462.00]; Distance 11.60 km (A-Satellite to A-Bapunagar) > 6.0 km; Price 70.0 outside [210.00, 490.00]; Distance 7.37 km (A-Sabarmati to A-Bapunagar) > 6.0 km; Distance 7.90 km (A-Motera to A-Bapunagar) > 6.0 km; Distance 8.43 km (A-Naranpura to A-Bapunagar) > 6.0 km; Distance 514.44 km (P-Pashan to A-Bapunagar) > 6.0 km; Distance 9.49 km (A-Vasna to A-Bapunagar) > 6.0 km"
117-smruti-vihar-isanpur-may25_84,"Price 70.0 outside [144.00, 336.00]; Price 70.0 outside [180.00, 420.00]; Price 70.0 outside [402.00, 938.00]; Price 70.0 outside [99.00, 231.00]; Distance 10.03 km (A-Naranpura to A-Isanpur) > 6.0 km; Distance 6.51 km (A-Vasna to A-Isanpur) > 6.0 km; Price 70.0 outside [225.00, 525.00]; Distance 10.52 km (A-Satellite to A-Isanpur) > 6.0 km; Price 70.0 outside [195.00, 455.00]; Price 70.0 outside [174.00, 406.00]; Distance 14.34 km (A-Motera to A-Isanpur) > 6.0 km; Price 70.0 outside [255.00, 595.00]; Price 70.0 outside [198.00, 462.00]; Distance 12.72 km (A-Nava Naroda to A-Isanpur) > 6.0 km; Distance 495.01 km (P-Moshi to A-Isanpur) > 6.0 km; Price 70.0 outside [210.00, 490.00]; Distance 13.40 km (A-Thaltej to A-Isanpur) > 6.0 km; Price 70.0 outside [24.00, 56.00]; Distance 12.83 km (A-Sabarmati to A-Isanpur) > 6.0 km; Distance 508.38 km (P-Pashan to A-Isanpur) > 6.0 km; Distance 10.79 km (A-Nikol to A-Isanpur) > 6.0 km"
64-florish-sky-city-shela-oct24_480,"Distance 8.94 km (A-Ambawadi to A-Shela) > 6.0 km; Price 375.0 outside [144.00, 336.00]; Distance 18.76 km (A-Motera to A-Shela) > 6.0 km; Distance 10.93 km (A-Naranpura to A-Shela) > 6.0 km; Distance 6.87 km (A-Satellite to A-Shela) > 6.0 km; Price 375.0 outside [43.20, 100.80]; Price 375.0 outside [99.00, 231.00]; Distance 16.37 km (A-Sabarmati to A-Shela) > 6.0 km; Distance 8.92 km (A-Vasna to A-Shela) > 6.0 km; Distance 23.22 km (A-Nava Naroda to A-Shela) > 6.0 km; Distance 514.81 km (P-Pashan to A-Shela) > 6.0 km; Distance 501.70 km (P-Moshi to A-Shela) > 6.0 km; Distance 14.13 km (A-Kalupur to A-Shela) > 6.0 km; Distance 6.92 km (A-Thaltej to A-Shela) > 6.0 km; Distance 22.29 km (A-Nikol to A-Shela) > 6.0 km; Price 375.0 outside [108.00, 252.00]; Price 375.0 outside [54.00, 126.00]; Distance 12.53 km (A-Usmanpura to A-Shela) > 6.0 km; Distance 21.46 km (A-Odhav to A-Shela) > 6.0 km; Distance 14.89 km (A-Isanpur to A-Shela) > 6.0 km; Price 375.0 outside [57.00, 133.00]; Distance 6.90 km (A-Bodakdev to A-Shela) > 6.0 km; Price 375.0 outside [402.00, 938.00]; Price 375.0 outside [52.80, 123.20]"
a-1-siddhi-bunglows-kasindra-dec24_588,"Price 90.0 outside [130.80, 305.20]; Distance 500.68 km (P-Lohegaon to A-Kasindra) > 6.0 km; Distance 18.75 km (A-Naranpura to A-Kasindra) > 6.0 km; Distance 19.00 km (A-Usmanpura to A-Kasindra) > 6.0 km; Price 90.0 outside [99.00, 231.00]; Distance 15.39 km (A-Ambawadi to A-Kasindra) > 6.0 km; Distance 25.15 km (A-Kubernagar to A-Kasindra) > 6.0 km; Distance 15.97 km (A-Bopal to A-Kasindra) > 6.0 km; Price 90.0 outside [225.00, 525.00]; Distance 24.03 km (A-Sabarmati to A-Kasindra) > 6.0 km; Price 90.0 outside [24.00, 56.00]; Distance 22.48 km (A-SG Highway to A-Kasindra) > 6.0 km; Distance 20.95 km (A-Nava Vadaj to A-Kasindra) > 6.0 km; Price 90.0 outside [234.00, 546.00]; Price 90.0 outside [126.00, 294.00]; Price 90.0 outside [210.00, 490.00]; Distance 27.11 km (A-Nava Naroda to A-Kasindra) > 6.0 km; Distance 25.33 km (A-Nikol to A-Kasindra) > 6.0 km; Distance 15.18 km (A-Vatva to A-Kasindra) > 6.0 km; Price 90.0 outside [168.00, 392.00]; Distance 13.61 km (A-Vasna to A-Kasindra) > 6.0 km; Price 90.0 outside [375.00, 875.00]; Distance 15.76 km (A-Ghuma to A-Kasindra) > 6.0 km; Distance 18.98 km (A-Amraiwadi to A-Kasindra) > 6.0 km; Distance 15.12 km (A-Paldi to A-Kasindra) > 6.0 km; Price 90.0 outside [261.00, 609.00]; Distance 25.93 km (A-Chandkheda to A-Kasindra) > 6.0 km; Price 90.0 outside [90.60, 211.40]; Price 90.0 outside [159.00, 371.00]; Price 90.0 outside [144.00, 336.00]"
117-gokuldham-society-nandsad-dec24_83,"Price 23.0 outside [23.70, 55.30]; Distance 310.42 km (P-Lohegaon to S-Varachha) > 6.0 km; Distance 315.36 km (P-Kothrud to S-Varachha) > 6.0 km; Distance 302.51 km (P-Charholi-Khurd to S-Varachha) > 6.0 km; Price 23.0 outside [36.00, 84.00]; Distance 214.03 km (A-Chandkheda to S-Varachha) > 6.0 km; Price 23.0 outside [27.00, 63.00]"
g-111-majesti-aqua-phursungi_1557,"Distance 25.39 km (P-Sus to P-Phursungi) > 6.0 km; Price 35.0 outside [45.00, 105.00]; Distance 24.99 km (P-Pimpari to P-Phursungi) > 6.0 km; Distance 25.99 km (P-Mahalunge to P-Phursungi) > 6.0 km; Price 35.0 outside [69.00, 161.00]; Distance 440.82 km (B-Chhani to P-Phursungi) > 6.0 km; Price 35.0 outside [48.60, 113.40]; Price 35.0 outside [55.80, 130.20]; Distance 12.02 km (P-Wagholi to P-Phursungi) > 6.0 km; Distance 23.57 km (P-Baner to P-Phursungi) > 6.0 km; Distance 18.42 km (P-Kothrud to P-Phursungi) > 6.0 km; Distance 7.49 km (P-Undri to P-Phursungi) > 6.0 km; Price 35.0 outside [210.00, 490.00]; Price 35.0 outside [13.80, 32.20]; Distance 28.50 km (P-Hinjewadi to P-Phursungi) > 6.0 km; Distance 71.24 km (P-Khandala to P-Phursungi) > 6.0 km; Price 35.0 outside [42.00, 98.00]; Distance 24.22 km (P-Bhugaon to P-Phursungi) > 6.0 km; Price 35.0 outside [12.60, 29.40]; Price 35.0 outside [70.20, 163.80]; Distance 26.60 km (Pune-Thergaon to P-Phursungi) > 6.0 km; Distance 24.99 km (P-Pimpri to P-Phursungi) > 6.0 km; Distance 9.45 km (P-Kondhwa to P-Phursungi) > 6.0 km; Price 35.0 outside [52.80, 123.20]; Price 35.0 outside [54.00, 126.00]; Distance 14.57 km (P-Lohegaon to P-Phursungi) > 6.0 km; Distance 22.49 km (P-Charholi-Khurd to P-Phursungi) > 6.0 km; Distance 74.36 km (P-Kawade to P-Phursungi) > 6.0 km; Price 35.0 outside [36.00, 84.00]; Price 35.0 outside [99.00, 231.00]; Price 35.0 outside [10.20, 23.80]; Price 35.0 outside [39.00, 91.00]; Distance 50.19 km (P-Jambhul to P-Phursungi) > 6.0 km"
3-takshashila-eco-green-vastral-april25_273,"Price 38.0 outside [96.00, 224.00]; Distance 17.42 km (A-SG Highway to A-Vastral) > 6.0 km; Distance 9.65 km (A-Shahibaug to A-Vastral) > 6.0 km; Distance 498.90 km (P-Charholi-Khurd to A-Vastral) > 6.0 km; Price 38.0 outside [207.00, 483.00]; Price 38.0 outside [78.00, 182.00]; Distance 7.97 km (A-Naroda to A-Vastral) > 6.0 km; Price 38.0 outside [186.00, 434.00]; Distance 14.90 km (A-Chandkheda to A-Vastral) > 6.0 km; Distance 13.35 km (A-Naranpura to A-Vastral) > 6.0 km; Price 38.0 outside [46.20, 107.80]; Price 38.0 outside [117.00, 273.00]; Price 38.0 outside [15.00, 35.00]; Distance 14.82 km (A-Vastrapur to A-Vastral) > 6.0 km"
a-310-kusal-awas-vatva-dec24`_575,"Price 15.0 outside [78.00, 182.00]; Price 15.0 outside [36.00, 84.00]; Distance 16.18 km (A-Chandkheda to A-Vatva) > 6.0 km; Distance 496.92 km (P-Charholi-Khurd to A-Vatva) > 6.0 km"
24-2-bina-park-ghatlodia-dec24_1172,"Price 135.0 outside [36.00, 84.00]; Distance 13.19 km (A-Amraiwadi to A-Ghatlodia) > 6.0 km; Distance 6.54 km (A-Shahibaug to A-Ghatlodia) > 6.0 km; Distance 6.32 km (A-Chandkheda to A-Ghatlodia) > 6.0 km; Price 135.0 outside [186.00, 434.00]; Price 135.0 outside [30.00, 70.00]; Price 135.0 outside [15.00, 35.00]; Distance 510.78 km (P-Charholi-Khurd to A-Ghatlodia) > 6.0 km"
