expired_tag,rejection_reasons
301-chanakya-apartment-gota-oct24_285,"Price 24.0 outside [39.00, 91.00]; Distance 17.23 km (A-Vastral to A-Gota) > 6.0 km; Price 24.0 outside [9.00, 21.00]; Distance 535.69 km (P-Undri to A-Gota) > 6.0 km; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Distance 18.92 km (A-Lambha to A-Gota) > 6.0 km; Distance 13.46 km (A-Maninagar to A-Gota) > 6.0 km; Price 24.0 outside [24.60, 57.40]; Price 24.0 outside [25.20, 58.80]; Price 24.0 outside [25.50, 59.50]; Distance 7.58 km (A-Shahibaug to A-Gota) > 6.0 km"
"e-204-aaryan-crystal-gota-dec24,_1449","Distance 13.98 km (A-Nava Naroda to A-Gota) > 6.0 km; Distance 34.62 km (A-Bavla to A-Gota) > 6.0 km; Distance 10.28 km (A-Paldi to A-Gota) > 6.0 km; Distance 10.91 km (A-Bopal to A-Gota) > 6.0 km; Price 47.0 outside [54.00, 126.00]; Price 47.0 outside [16.80, 39.20]; Distance 8.26 km (A-Satellite to A-Gota) > 6.0 km; Distance 535.69 km (P-Undri to A-Gota) > 6.0 km; Price 47.0 outside [51.00, 119.00]; Distance 526.59 km (P-Kesnand Gaon to A-Gota) > 6.0 km; Price 47.0 outside [48.60, 113.40]; Distance 13.46 km (A-Maninagar to A-Gota) > 6.0 km; Price 47.0 outside [52.80, 123.20]; Distance 16.07 km (A-narol to A-Gota) > 6.0 km; Distance 17.23 km (A-Vastral to A-Gota) > 6.0 km; Distance 523.90 km (Pune-Vimannagar to A-Gota) > 6.0 km; Distance 10.84 km (A-Vasna to A-Gota) > 6.0 km; Price 47.0 outside [15.60, 36.40]; Price 47.0 outside [78.00, 182.00]; Distance 7.50 km (A-Navrangpura to A-Gota) > 6.0 km; Distance 15.48 km (A-Odhav to A-Gota) > 6.0 km"
a-301-shree-narayan-lotus-chandkheda-sept24_711,"Price 38.0 outside [54.00, 126.00]; Price 38.0 outside [42.00, 98.00]; Distance 14.99 km (A-Bopal to A-Chandkheda) > 6.0 km; Distance 6.32 km (A-Ghatlodia to A-Chandkheda) > 6.0 km; Price 38.0 outside [78.00, 182.00]; Distance 11.11 km (A-Paldi to A-Chandkheda) > 6.0 km; Distance 6.01 km (A-Shahibaug to A-Chandkheda) > 6.0 km; Distance 16.12 km (A-narol to A-Chandkheda) > 6.0 km; Price 38.0 outside [41.40, 96.60]; Price 38.0 outside [52.80, 123.20]; Price 38.0 outside [15.60, 36.40]; Distance 8.43 km (A-Navrangpura to A-Chandkheda) > 6.0 km; Price 38.0 outside [48.60, 113.40]; Distance 10.02 km (A-Nava Naroda to A-Chandkheda) > 6.0 km; Distance 523.51 km (Pune-Vimannagar to A-Chandkheda) > 6.0 km; Distance 12.59 km (A-Odhav to A-Chandkheda) > 6.0 km; Distance 37.89 km (A-Bavla to A-Chandkheda) > 6.0 km; Price 38.0 outside [99.00, 231.00]; Price 38.0 outside [39.00, 91.00]; Price 38.0 outside [45.00, 105.00]; Price 38.0 outside [51.00, 119.00]; Distance 8.20 km (A-Memnagar to A-Chandkheda) > 6.0 km; Distance 14.91 km (A-Isanpur to A-Chandkheda) > 6.0 km; Distance 516.46 km (P-Hinjewadi to A-Chandkheda) > 6.0 km; Price 38.0 outside [66.00, 154.00]; Distance 535.32 km (P-Undri to A-Chandkheda) > 6.0 km; Distance 526.09 km (P-Kesnand Gaon to A-Chandkheda) > 6.0 km; Distance 11.15 km (A-Satellite to A-Chandkheda) > 6.0 km; Distance 12.35 km (A-Vasna to A-Chandkheda) > 6.0 km; Distance 12.82 km (A-Maninagar to A-Chandkheda) > 6.0 km; Distance 14.90 km (A-Vastral to A-Chandkheda) > 6.0 km"
a-201-nicolian-heights-nikol-may25_670,"Price 55.0 outside [15.60, 36.40]; Price 55.0 outside [99.00, 231.00]; Distance 514.89 km (Pune-Vimannagar to A-Nikol) > 6.0 km; Distance 9.09 km (A-Maninagar to A-Nikol) > 6.0 km; Distance 526.75 km (P-Undri to A-Nikol) > 6.0 km; Price 55.0 outside [16.80, 39.20]; Distance 11.24 km (A-Navrangpura to A-Nikol) > 6.0 km; Distance 14.40 km (A-Gota to A-Nikol) > 6.0 km; Price 55.0 outside [20.40, 47.60]; Distance 9.73 km (A-Sabarmati to A-Nikol) > 6.0 km; Distance 508.07 km (P-Hinjewadi to A-Nikol) > 6.0 km; Distance 517.32 km (P-Kesnand Gaon to A-Nikol) > 6.0 km; Price 55.0 outside [21.60, 50.40]; Distance 7.58 km (A-Shahibaug to A-Nikol) > 6.0 km; Distance 11.76 km (A-Paldi to A-Nikol) > 6.0 km; Distance 12.30 km (A-New Ranip to A-Nikol) > 6.0 km; Distance 13.95 km (A-Memnagar to A-Nikol) > 6.0 km; Distance 21.22 km (A-Bopal to A-Nikol) > 6.0 km; Distance 12.36 km (A-Nirnaynagar to A-Nikol) > 6.0 km; Distance 15.73 km (A-Satellite to A-Nikol) > 6.0 km; Distance 10.75 km (A-Nava Vadaj to A-Nikol) > 6.0 km; Distance 12.55 km (A-narol to A-Nikol) > 6.0 km; Distance 14.02 km (A-Ghatlodia to A-Nikol) > 6.0 km; Price 55.0 outside [78.00, 182.00]; Distance 39.41 km (A-Bavla to A-Nikol) > 6.0 km; Distance 13.18 km (A-Chandlodia to A-Nikol) > 6.0 km"
e-703-prathna-elegance-gota-oct24_1478,"Price 35.0 outside [13.80, 32.20]; Distance 17.23 km (A-Vastral to A-Gota) > 6.0 km; Distance 10.84 km (A-Vasna to A-Gota) > 6.0 km; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Price 35.0 outside [39.00, 91.00]; Distance 13.46 km (A-Maninagar to A-Gota) > 6.0 km; Price 35.0 outside [41.40, 96.60]"
"b-203-saral-parivesh-chandkheda-dec24,_987","Price 72.0 outside [23.10, 53.90]; Distance 15.43 km (A-South Bopal to A-Chandkheda) > 6.0 km; Distance 536.64 km (P-Uruli Devachi to A-Chandkheda) > 6.0 km; Price 72.0 outside [19.20, 44.80]; Distance 6.32 km (A-Ghatlodia to A-Chandkheda) > 6.0 km; Distance 13.43 km (A-Vejalpur to A-Chandkheda) > 6.0 km; Distance 16.12 km (A-narol to A-Chandkheda) > 6.0 km; Price 72.0 outside [19.80, 46.20]; Price 72.0 outside [26.40, 61.60]; Price 72.0 outside [21.00, 49.00]; Price 72.0 outside [75.00, 175.00]; Price 72.0 outside [28.20, 65.80]; Price 72.0 outside [16.20, 37.80]; Distance 10.02 km (A-Nava Naroda to A-Chandkheda) > 6.0 km; Distance 12.59 km (A-Odhav to A-Chandkheda) > 6.0 km; Price 72.0 outside [24.00, 56.00]; Distance 10.91 km (A-Nikol to A-Chandkheda) > 6.0 km; Distance 9.13 km (A-Bapunagar to A-Chandkheda) > 6.0 km; Distance 14.90 km (A-Vastral to A-Chandkheda) > 6.0 km"
a-601-corus-exotica-chandlodia-jan25_811,"Distance 10.54 km (A-South Bopal to A-Chandlodia) > 6.0 km; Price 57.0 outside [24.00, 56.00]; Price 57.0 outside [66.00, 154.00]; Price 57.0 outside [23.10, 53.90]; Distance 13.95 km (A-Odhav to A-Chandlodia) > 6.0 km; Price 57.0 outside [16.20, 37.80]; Distance 534.93 km (P-Uruli Devachi to A-Chandlodia) > 6.0 km; Price 57.0 outside [75.00, 175.00]; Price 57.0 outside [21.00, 49.00]; Distance 13.18 km (A-Nikol to A-Chandlodia) > 6.0 km; Distance 9.08 km (A-Vejalpur to A-Chandlodia) > 6.0 km; Price 57.0 outside [58.80, 137.20]; Distance 13.04 km (A-Nava Naroda to A-Chandlodia) > 6.0 km; Distance 9.95 km (A-Bapunagar to A-Chandlodia) > 6.0 km; Price 57.0 outside [19.80, 46.20]; Distance 13.96 km (A-narol to A-Chandlodia) > 6.0 km; Price 57.0 outside [19.20, 44.80]; Distance 15.48 km (A-Vastral to A-Chandlodia) > 6.0 km"
8-maple-bunglows-3-lambha-jan25_524,"Price 63.0 outside [19.20, 44.80]; Price 63.0 outside [75.00, 175.00]; Price 63.0 outside [23.10, 53.90]; Distance 18.08 km (A-Nava Naroda to A-Lambha) > 6.0 km; Distance 18.11 km (A-SG Highway to A-Lambha) > 6.0 km; Price 63.0 outside [66.00, 154.00]; Price 63.0 outside [21.00, 49.00]; Distance 31.98 km (G-Sector 6B to A-Lambha) > 6.0 km; Distance 16.10 km (A-Nikol to A-Lambha) > 6.0 km; Distance 12.93 km (A-Bapunagar to A-Lambha) > 6.0 km; Distance 11.66 km (A-Vastral to A-Lambha) > 6.0 km; Distance 10.03 km (A-Vejalpur to A-Lambha) > 6.0 km; Price 63.0 outside [78.00, 182.00]; Distance 16.16 km (A-Ghatlodia to A-Lambha) > 6.0 km"
b-1201-status-elysium-gota-sep24_937,"Distance 17.23 km (A-Vastral to A-Gota) > 6.0 km; Distance 10.87 km (A-Vejalpur to A-Gota) > 6.0 km; Price 90.0 outside [28.20, 65.80]; Price 90.0 outside [37.20, 86.80]; Price 90.0 outside [36.00, 84.00]; Distance 15.29 km (A-Isanpur to A-Gota) > 6.0 km; Price 90.0 outside [38.40, 89.60]; Price 90.0 outside [22.80, 53.20]; Distance 535.69 km (P-Undri to A-Gota) > 6.0 km; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Distance 526.75 km (P-Bhugaon to A-Gota) > 6.0 km; Distance 16.07 km (A-narol to A-Gota) > 6.0 km; Price 90.0 outside [24.00, 56.00]; Price 90.0 outside [19.20, 44.80]; Distance 8.18 km (A-Vaishnodevi to A-Gota) > 6.0 km; Distance 15.48 km (A-Odhav to A-Gota) > 6.0 km"
"d-301-suryam-elegance-vastral-dec24,_1381","Price 35.0 outside [45.00, 105.00]; Distance 15.21 km (A-New Ranip to A-Vastral) > 6.0 km; Distance 512.57 km (P-Bhugaon to A-Vastral) > 6.0 km; Distance 509.74 km (P-Wagholi to A-Vastral) > 6.0 km; Distance 521.23 km (P-Undri to A-Vastral) > 6.0 km; Price 35.0 outside [40.20, 93.80]; Distance 6.20 km (A-Vatva to A-Vastral) > 6.0 km; Price 35.0 outside [66.00, 154.00]; Distance 7.97 km (A-Naroda to A-Vastral) > 6.0 km; Distance 8.04 km (A-Nava Naroda to A-Vastral) > 6.0 km; Distance 29.56 km (A-Sanand to A-Vastral) > 6.0 km; Price 35.0 outside [39.60, 92.40]; Price 35.0 outside [12.00, 28.00]; Distance 6.99 km (A-Isanpir to A-Vastral) > 6.0 km; Distance 13.00 km (A-Ranip to A-Vastral) > 6.0 km; Distance 12.24 km (A-nana Childoa to A-Vastral) > 6.0 km"
12-samarpan-estate-new-ranip-sep24_96,"Distance 12.30 km (A-Nikol to A-New Ranip) > 6.0 km; Price 140.0 outside [28.80, 67.20]; Price 140.0 outside [48.00, 112.00]; Price 140.0 outside [27.60, 64.40]; Distance 13.39 km (A-Odhav to A-New Ranip) > 6.0 km; Distance 521.04 km (P-Tingarenagar to A-New Ranip) > 6.0 km; Price 140.0 outside [42.60, 99.40]; Price 140.0 outside [210.00, 490.00]; Property_Type mismatch: Residential != Commercial; Distance 15.21 km (A-Vastral to A-New Ranip) > 6.0 km; Distance 7.73 km (A-Bhadaj to A-New Ranip) > 6.0 km"
gf-65-pramukh-anand-orbit-mall-kudasan-oct24_1600,"Price 225.99999999999997 outside [240.00, 560.00]; Price 225.99999999999997 outside [66.00, 154.00]; Property_Type mismatch: Residential != Commercial; Price 225.99999999999997 outside [58.20, 135.80]; Distance 20.47 km (A-Vastral to G-Kudasan) > 6.0 km"
c-1-shyam-bunglows-chandkheda-oct24_1184,"Distance 16.18 km (A-Vatva to A-Chandkheda) > 6.0 km; Distance 12.59 km (A-Odhav to A-Chandkheda) > 6.0 km; Price 35.0 outside [40.20, 93.80]; Price 35.0 outside [66.00, 154.00]; Distance 8.35 km (A-Naroda to A-Chandkheda) > 6.0 km; Distance 526.51 km (P-Bhugaon to A-Chandkheda) > 6.0 km; Distance 10.91 km (A-Nikol to A-Chandkheda) > 6.0 km; Distance 24.91 km (A-Sanand to A-Chandkheda) > 6.0 km; Distance 14.91 km (A-Isanpir to A-Chandkheda) > 6.0 km; Distance 14.90 km (A-Vastral to A-Chandkheda) > 6.0 km; Distance 10.02 km (A-Nava Naroda to A-Chandkheda) > 6.0 km; Price 35.0 outside [12.00, 28.00]; Distance 14.96 km (A-New Maninagar to A-Chandkheda) > 6.0 km; Distance 7.65 km (A-nana Childoa to A-Chandkheda) > 6.0 km; Distance 535.32 km (P-Undri to A-Chandkheda) > 6.0 km"
b-204-rameshwaram-bunglows-and-arcade-kuha-march25_993,"Price 36.0 outside [74.40, 173.60]; Distance 21.46 km (A-Shela to A-Odhav) > 6.0 km; Distance 14.32 km (A-Vastrapur to A-Odhav) > 6.0 km; Price 36.0 outside [117.00, 273.00]; Price 36.0 outside [42.00, 98.00]; Distance 12.59 km (A-Chandkheda to A-Odhav) > 6.0 km; Price 36.0 outside [61.20, 142.80]"
d-202-balaji-windpark-sg-highway-oct24_1375,"Price 270.0 outside [30.00, 70.00]; Price 270.0 outside [74.40, 173.60]; Distance 11.48 km (A-Shilaj to A-Nirma University SG Highway) > 6.0 km; Distance 10.29 km (A-Vastrapur to A-Nirma University SG Highway) > 6.0 km; Distance 11.43 km (A-Kubernagar to A-Nirma University SG Highway) > 6.0 km; Distance 6.08 km (A-Ghatlodia to A-Nirma University SG Highway) > 6.0 km; Distance 16.92 km (A-Shela to A-Nirma University SG Highway) > 6.0 km"
g-203-kanam-residency-part-1-kudasan-jan25_1561,"Price 60.0 outside [180.00, 420.00]; Distance 10.16 km (G-Pethapur to G-Kudasan) > 6.0 km; Price 60.0 outside [10.80, 25.20]; Distance 17.98 km (G-Dahegam to G-Kudasan) > 6.0 km"
d-602-divyajivan-heights-kudasan-sep24_1412,"Price 48.0 outside [10.80, 25.20]; Distance 10.16 km (G-Pethapur to G-Kudasan) > 6.0 km; Price 48.0 outside [59.40, 138.60]; Distance 17.98 km (G-Dahegam to G-Kudasan) > 6.0 km"
j-404-vedika-happy-valley-raysan-aug24_1666,"Price 42.0 outside [10.80, 25.20]; Distance 7.60 km (G-Vavol to G-Raysan) > 6.0 km; Distance 15.30 km (G-Dahegam to G-Raysan) > 6.0 km; Price 42.0 outside [59.40, 138.60]; Distance 10.94 km (G-Pethapur to G-Raysan) > 6.0 km"
t-1-khushi-avenue-sector-29-oct24_1835,"Distance 17.15 km (G-Dahegam to G-Sector 29) > 6.0 km; Price 60.0 outside [10.80, 25.20]"
c-603-pramukh-arise-sargasan-march25_1316,"Price 56.0 outside [22.20, 51.80]; Distance 20.07 km (G-Dahegam to G-Sargasan) > 6.0 km; Price 56.0 outside [23.40, 54.60]; Price 56.0 outside [180.00, 420.00]; Price 56.0 outside [59.40, 138.60]; Distance 14.36 km (A-Naroda to G-Sargasan) > 6.0 km"
229-iscon-empria-satellite-rent-dec24_227,"Price 1.0 outside [34.20, 79.80]; Distance 6.16 km (A-Sarkhej to A-Satellite) > 6.0 km; Price 1.0 outside [1.44, 3.36]; Price 1.0 outside [66.00, 154.00]; Price 1.0 outside [42.00, 98.00]; Price 1.0 outside [49.50, 115.50]; Price 1.0 outside [58800.00, 137200.00]; Distance 513.53 km (P-Baner to A-Satellite) > 6.0 km"
401-sachet-3-naranpura-dec24_373,"Distance 515.08 km (P-Baner to A-Naranpura) > 6.0 km; Distance 10.93 km (A-Shela to A-Naranpura) > 6.0 km; Price 125.0 outside [58800.00, 137200.00]; Price 125.0 outside [1.44, 3.36]; Price 125.0 outside [36.00, 84.00]; Price 125.0 outside [49.50, 115.50]; Price 125.0 outside [34.20, 79.80]; Price 125.0 outside [43.80, 102.20]; Distance 7.12 km (A-Vaishnodevi to A-Naranpura) > 6.0 km; Price 125.0 outside [162.00, 378.00]"
a1&2-a-ving-nirav-complex-naranpura-dec24_868,"Price 365.0 outside [49.50, 115.50]; Distance 515.08 km (P-Baner to A-Naranpura) > 6.0 km; Price 365.0 outside [1.44, 3.36]; Price 365.0 outside [34.20, 79.80]; Price 365.0 outside [58800.00, 137200.00]; Distance 7.12 km (A-Vaishnodevi to A-Naranpura) > 6.0 km; Price 365.0 outside [66.00, 154.00]"
a-524-siddhi-vinayak-tower-makarba-dec24_805,"Distance 19.64 km (A-Nava Naroda to A-Makarba) > 6.0 km; Distance 6.84 km (A-Paldi to A-Makarba) > 6.0 km; Price 55.0 outside [66.00, 154.00]; Distance 8.82 km (A-Sola to A-Makarba) > 6.0 km; Property_Type mismatch: Residential != Commercial; Distance 7.80 km (A-Navrangpura to A-Makarba) > 6.0 km; Price 55.0 outside [78.00, 182.00]"
9-radhe-industrial-naroda-may25_559,"Price 225.0 outside [34.20, 79.80]; Distance 14.81 km (A-Sola to A-Naroda) > 6.0 km; Price 225.0 outside [81.00, 189.00]; Price 225.0 outside [66.00, 154.00]; Price 225.0 outside [690.00, 1610.00]; Distance 11.25 km (A-Paldi to A-Naroda) > 6.0 km; Distance 18.86 km (A-Sarkhej to A-Naroda) > 6.0 km"
545-money-plant-high-street-gota-sep24_443,"Distance 13.98 km (A-Nava Naroda to A-Gota) > 6.0 km; Price 110.00000000000001 outside [27.60, 64.40]; Price 110.00000000000001 outside [34.20, 79.80]; Price 110.00000000000001 outside [36.00, 84.00]; Distance 14.41 km (A-Sarkhej to A-Gota) > 6.0 km; Distance 8.26 km (A-Satellite to A-Gota) > 6.0 km; Price 110.00000000000001 outside [43.20, 100.80]; Property_Type mismatch: Residential != Commercial; Price 110.00000000000001 outside [690.00, 1610.00]; Distance 15.48 km (A-Odhav to A-Gota) > 6.0 km"
b-1-305-west-gate-business-by-makarba-april25_882,"Distance 8.82 km (A-Sola to A-Makarba) > 6.0 km; Price 62.0 outside [162.00, 378.00]; Distance 7.80 km (A-Navrangpura to A-Makarba) > 6.0 km"
a-315-world-trade-tower-sg-highway-rent-nov24_738,"Price 20.0 outside [34.20, 79.80]; Distance 6.93 km (A-Satellite to A-SG Highway) > 6.0 km; Price 20.0 outside [43.20, 100.80]; Distance 13.05 km (A-Sarkhej to A-SG Highway) > 6.0 km; Price 20.0 outside [42.00, 98.00]; Distance 14.89 km (A-Amraiwadi to A-SG Highway) > 6.0 km"
gf-2-ratnadeep-appartment-vasna-jan25_1588,"Distance 8.71 km (A-Vaishnodevi to A-Vasna) > 6.0 km; Distance 8.84 km (A-Sola to A-Vasna) > 6.0 km; Price 70.0 outside [58800.00, 137200.00]; Price 70.0 outside [1.44, 3.36]; Distance 509.97 km (P-Baner to A-Vasna) > 6.0 km"
506-507-krish-elite-nikol-nov24_431,"Distance 6.62 km (A-Amraiwadi to A-Nikol) > 6.0 km; Distance 16.72 km (A-Sola to A-Nikol) > 6.0 km; Distance 11.76 km (A-Paldi to A-Nikol) > 6.0 km; Price 42.0 outside [16.20, 37.80]; Price 42.0 outside [49.50, 115.50]; Distance 18.55 km (A-Makarba to A-Nikol) > 6.0 km; Price 42.0 outside [15.60, 36.40]; Price 42.0 outside [48.00, 112.00]; Distance 11.24 km (A-Navrangpura to A-Nikol) > 6.0 km; Price 42.0 outside [66.00, 154.00]"
402-today-square-usmanpura-nov24_382,"Distance 10.69 km (A-Sarkhej to A-Usmanpura) > 6.0 km; Distance 8.48 km (A-Amraiwadi to A-Usmanpura) > 6.0 km; Price 65.0 outside [18.00, 42.00]; Distance 7.05 km (A-Sola to A-Usmanpura) > 6.0 km"
229-sun-gravitas-satellite-march25_228,"Price 38.0 outside [43.20, 100.80]; Distance 20.68 km (G-Sargasan to A-Satellite) > 6.0 km; Distance 6.93 km (A-SG Highway to A-Satellite) > 6.0 km; Price 38.0 outside [174.00, 406.00]; Distance 16.48 km (A-Nava Naroda to A-Satellite) > 6.0 km; Distance 8.26 km (A-Gota to A-Satellite) > 6.0 km; Price 38.0 outside [84.60, 197.40]; Price 38.0 outside [105.00, 245.00]; Distance 9.64 km (A-Sabarmati to A-Satellite) > 6.0 km; Price 38.0 outside [46.20, 107.80]; Distance 503.16 km (P-Moshi to A-Satellite) > 6.0 km; Distance 15.74 km (A-Vinzol to A-Satellite) > 6.0 km"
411-satyamev-elite-bopal-feb25_393,"Distance 23.57 km (G-Sargasan to A-Bopal) > 6.0 km; Price 48.0 outside [174.00, 406.00]; Price 48.0 outside [105.00, 245.00]; Price 48.0 outside [16.80, 39.20]; Distance 10.91 km (A-Gota to A-Bopal) > 6.0 km; Distance 10.00 km (A-Navrangpura to A-Bopal) > 6.0 km; Distance 505.12 km (P-Moshi to A-Bopal) > 6.0 km; Price 48.0 outside [84.60, 197.40]; Distance 21.82 km (A-Nava Naroda to A-Bopal) > 6.0 km; Distance 14.00 km (A-Sabarmati to A-Bopal) > 6.0 km; Distance 20.75 km (A-Vinzol to A-Bopal) > 6.0 km; Distance 9.07 km (A-Naranpura to A-Bopal) > 6.0 km; Distance 9.33 km (A-SG Highway to A-Bopal) > 6.0 km"
h-103-anavya-parmmeshwar-aug24_1609,"Price 95.0 outside [174.00, 406.00]; Price 95.0 outside [17.40, 40.60]; Distance 16.51 km (A-Satellite to A-Adalaj) > 6.0 km; Distance 18.47 km (A-Ambali to A-Adalaj) > 6.0 km; Price 95.0 outside [195.00, 455.00]; Distance 516.05 km (P-Moshi to A-Adalaj) > 6.0 km; Distance 530.19 km (P-Wagholi to A-Adalaj) > 6.0 km; Distance 529.48 km (P-Pashan to A-Adalaj) > 6.0 km; Distance 20.11 km (A-Ghuma to A-Adalaj) > 6.0 km; Distance 119.32 km (B-Makarpura to A-Adalaj) > 6.0 km; Distance 15.44 km (A-Kalupur to A-Adalaj) > 6.0 km; Price 95.0 outside [117.00, 273.00]; Distance 15.85 km (A-Nikol to A-Adalaj) > 6.0 km"
402-panchratna-apartment-sarkhej-may25_377,"Price 16.0 outside [48.00, 112.00]; Distance 7.64 km (A-Paldi to A-Sarkhej) > 6.0 km; Distance 6.78 km (A-Ambawadi to A-Sarkhej) > 6.0 km; Price 16.0 outside [31.20, 72.80]; Distance 11.04 km (A-Maninagar to A-Sarkhej) > 6.0 km; Distance 6.16 km (A-Satellite to A-Sarkhej) > 6.0 km; Price 16.0 outside [58.20, 135.80]; Price 16.0 outside [75.00, 175.00]; Price 16.0 outside [73.20, 170.80]; Price 16.0 outside [22.20, 51.80]; Distance 14.03 km (A-Ranip to A-Sarkhej) > 6.0 km; Distance 20.63 km (A-Nava Naroda to A-Sarkhej) > 6.0 km"
d-501-jay-yogeshwar-complex-kudasan-sept24_1398,"Price 80.0 outside [33.00, 77.00]; Price 80.0 outside [23.40, 54.60]; Price 80.0 outside [180.00, 420.00]; Price 80.0 outside [27.00, 63.00]; Distance 526.74 km (P-Baner to G-Kudasan) > 6.0 km; Distance 406.88 km (P-Kharadi to G-Kudasan) > 6.0 km; Distance 6.51 km (G-Sugad to G-Kudasan) > 6.0 km; Price 80.0 outside [114.00, 266.00]"
b-201-uma-sharnam-gota--oct24_978,"Price 68.0 outside [186.60, 435.40]; Price 68.0 outside [84.00, 196.00]; Price 68.0 outside [150.00, 350.00]; Distance 8.94 km (A-Shilaj to A-Gota) > 6.0 km; Distance 12.74 km (G-Sargasan to A-Gota) > 6.0 km; Distance 11.61 km (A-South Bopal to A-Gota) > 6.0 km; Distance 20.67 km (A-Sanand to A-Gota) > 6.0 km; Price 68.0 outside [180.00, 420.00]"
a-604-vrundavan-residency-hathijan-feb25_823,"Distance 28.64 km (G-Sargasan to A-Hathijan) > 6.0 km; Distance 23.93 km (A-Shilaj to A-Hathijan) > 6.0 km; Distance 22.07 km (A-South Bopal to A-Hathijan) > 6.0 km; Price 34.0 outside [84.00, 196.00]; Price 34.0 outside [180.00, 420.00]; Price 34.0 outside [186.60, 435.40]"
v-402-akruti-township-phase-3-narol-dec24_1849,"Price 25.0 outside [180.00, 420.00]; Distance 15.11 km (A-Bopal to A-narol) > 6.0 km; Distance 22.02 km (A-Sanand to A-narol) > 6.0 km; Distance 16.08 km (A-Shilaj to A-narol) > 6.0 km; Price 25.0 outside [39.00, 91.00]; Price 25.0 outside [186.60, 435.40]; Distance 25.56 km (G-Sargasan to A-narol) > 6.0 km; Price 25.0 outside [28.20, 65.80]; Price 25.0 outside [150.00, 350.00]; Distance 13.94 km (A-South Bopal to A-narol) > 6.0 km; Price 25.0 outside [84.00, 196.00]; Distance 11.75 km (A-Nava Vadaj to A-narol) > 6.0 km"
c-17-purn-purushotam-society-1-ranip-march25_1222,"Price 130.0 outside [180.00, 420.00]; Distance 11.41 km (A-Shilaj to A-Ranip) > 6.0 km; Price 130.0 outside [150.00, 350.00]; Price 130.0 outside [30.00, 70.00]; Distance 6.74 km (A-Kubernagar to A-Ranip) > 6.0 km; Distance 22.69 km (A-Sanand to A-Ranip) > 6.0 km; Distance 13.06 km (G-Sargasan to A-Ranip) > 6.0 km; Distance 12.94 km (A-South Bopal to A-Ranip) > 6.0 km; Price 130.0 outside [186.60, 435.40]"
d-402-vishwa-residency-memnagar-dec24_1394,"Price 85.0 outside [180.00, 420.00]; Distance 6.66 km (A-Shilaj to A-Memnagar) > 6.0 km; Distance 7.49 km (A-Bopal to A-Memnagar) > 6.0 km; Price 85.0 outside [28.20, 65.80]; Price 85.0 outside [186.60, 435.40]; Distance 7.53 km (A-South Bopal to A-Memnagar) > 6.0 km; Distance 17.73 km (G-Sargasan to A-Memnagar) > 6.0 km"
305-rudramal-complex-navrangpura-dec24_307,"Price 19.0 outside [22.20, 51.80]; Price 19.0 outside [44.40, 103.60]; Price 19.0 outside [21.60, 50.40]; Distance 7.80 km (A-Makarba to A-Navrangpura) > 6.0 km"
a-102-vn-residency-nava-vadaj-april25_610,"Distance 10.75 km (A-Nikol to A-Nava Vadaj) > 6.0 km; Price 114.99999999999999 outside [186.60, 435.40]; Price 114.99999999999999 outside [330.00, 770.00]; Price 114.99999999999999 outside [150.00, 350.00]; Distance 11.31 km (A-South Bopal to A-Nava Vadaj) > 6.0 km; Price 114.99999999999999 outside [45.00, 105.00]; Distance 21.13 km (A-Sanand to A-Nava Vadaj) > 6.0 km; Distance 8.42 km (G-Sugad to A-Nava Vadaj) > 6.0 km"
a-501-shyam-status-sargasan-jan25_787,"Price 85.0 outside [123.00, 287.00]; Price 85.0 outside [210.00, 490.00]; Distance 17.03 km (A-Naranpura to G-Sargasan) > 6.0 km; Price 85.0 outside [33.00, 77.00]; Distance 596.61 km (P-Kawade to G-Sargasan) > 6.0 km; Price 85.0 outside [108.00, 252.00]; Distance 7.94 km (G-Sugad to G-Sargasan) > 6.0 km"
s-14-oxford-tower-memnagar-march25_1754,"Distance 8.66 km (A-Ghuma to A-Memnagar) > 6.0 km; Price 22.0 outside [30.00, 70.00]; Price 22.0 outside [32.40, 75.60]; Distance 13.82 km (A-Lambha to A-Memnagar) > 6.0 km; Price 22.0 outside [42.00, 98.00]; Price 22.0 outside [75.00, 175.00]"
shop-6-vardan-tower-naranpura-sep24_1816,"Distance 7.28 km (A-Chandkheda to A-Naranpura) > 6.0 km; Price 90.0 outside [27.00, 63.00]; Price 90.0 outside [37.80, 88.20]; Price 90.0 outside [102.00, 238.00]; Distance 11.70 km (A-Vatva to A-Naranpura) > 6.0 km"
