active_property_index,active_location,active_bhk,active_price_lakhs,active_area_sqft,expired_property_index,expired_location,expired_bhk,expired_price_lakhs,expired_area_sqft,days_since_expiry,similarity_score,final_score,price_difference_pct,urgency_level,suggested_message
858,A-Nikol,2.0,51.0,1080.0,1354,A-Nikol,2.0,58.51,1242.0,25.0,0.8702,1.0452,14.73,High,"Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a premium price (₹58.5L vs ₹51.0L). This is very similar to your 2BHK property in A-Nikol. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
858,A-Nikol,2.0,51.0,1080.0,559,A-Nikol,3.0,42.0,550.0,192.0,0.9213,1.0213,17.65,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a slightly lower price (₹42.0L vs ₹51.0L). This is very similar to your 3BHK property in A-Nikol. Would you like to renew your package to capture these leads?
858,A-Nikol,2.0,51.0,1080.0,1181,A-Nava Naroda,2.0,63.0,1080.0,55.0,0.8729,1.0179,23.53,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a premium price (₹63.0L vs ₹51.0L). This is very similar to your 2BHK property in A-Nava Naroda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
858,A-Nikol,2.0,51.0,1080.0,747,A-Nikol,2.0,47.0,1215.0,51.0,0.8457,0.9947,7.84,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a very similar price point (₹47.0L). This is very similar to your 2BHK property in A-Nikol. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
858,A-Nikol,2.0,51.0,1080.0,803,A-Nikol,2.0,60.0,1170.0,205.0,0.8597,0.9597,17.65,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a premium price (₹60.0L vs ₹51.0L). This is very similar to your 2BHK property in A-Nikol. Would you like to renew your package to capture these leads?
1139,A-Chandkheda,3.0,44.0,360.0,1972,A-Zundal,3.0,49.94,454.0,101.0,0.8418,0.9418,13.5,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a premium price (₹49.9L vs ₹44.0L). This is very similar to your 3BHK property in A-Zundal. Would you like to renew your package to capture these leads?
1139,A-Chandkheda,3.0,44.0,360.0,1322,A-Chandkheda,2.0,36.5,1008.0,80.0,0.8134,0.9334,17.05,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a slightly lower price (₹36.5L vs ₹44.0L). This is very similar to your 2BHK property in A-Chandkheda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1139,A-Chandkheda,3.0,44.0,360.0,1318,A-Chandkheda,2.0,42.0,1035.0,108.0,0.8052,0.9052,4.55,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a very similar price point (₹42.0L). This is very similar to your 2BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
1139,A-Chandkheda,3.0,44.0,360.0,2015,A-Chandkheda,2.0,45.0,945.0,207.0,0.8019,0.9019,2.27,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a very similar price point (₹45.0L). This is very similar to your 2BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
1139,A-Chandkheda,3.0,44.0,360.0,1589,A-Chandkheda,2.0,51.0,954.0,142.0,0.7991,0.8991,15.91,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a premium price (₹51.0L vs ₹44.0L). This is very similar to your 2BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
1058,A-Ghuma,2.0,60.0,1096.0,1655,A-Ghuma,2.0,53.0,900.0,54.0,0.8585,1.0045,11.67,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Ghuma at a slightly lower price (₹53.0L vs ₹60.0L). This is very similar to your 2BHK property in A-Ghuma. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1058,A-Ghuma,2.0,60.0,1096.0,1413,A-Ghuma,2.0,55.0,1305.0,264.0,0.8915,0.9915,8.33,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghuma at a very similar price point (₹55.0L). This is very similar to your 2BHK property in A-Ghuma. Would you like to renew your package to capture these leads?
1058,A-Ghuma,2.0,60.0,1096.0,500,A-Vasna ,2.0,45.0,900.0,73.0,0.901,0.928,25.0,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Ghuma at a slightly lower price (₹45.0L vs ₹60.0L). This is very similar to your 2BHK property in A-Vasna . There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1145,A-Gota,1.0,47.5,1350.0,1212,A-Gota,2.0,50.0,1215.0,87.0,0.9864,1.0994,5.26,Medium,Hi! We're receiving active inquiries for a 1BHK property in A-Gota at a very similar price point (₹50.0L). This is very similar to your 2BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1145,A-Gota,1.0,47.5,1350.0,2315,A-Gota,1.0,45.0,855.0,202.0,0.9663,1.0663,5.26,Low,Hi! We're receiving active inquiries for a 1BHK property in A-Gota at a very similar price point (₹45.0L). This is very similar to your 1BHK property in A-Gota. Would you like to renew your package to capture these leads?
1145,A-Gota,1.0,47.5,1350.0,1478,A-Gota,2.0,50.0,1035.0,207.0,0.8912,0.9912,5.26,Low,Hi! We're receiving active inquiries for a 1BHK property in A-Gota at a very similar price point (₹50.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
1178,A-Naroda,3.0,70.0,1845.0,2277,A-Naroda,3.0,70.0,1029.0,35.0,0.7661,0.9311,0.0,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a very similar price point (₹70.0L). This is very similar to your 3BHK property in A-Naroda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1178,A-Naroda,3.0,70.0,1845.0,572,A-Satellite,3.0,78.0,1090.0,23.0,0.7684,0.8454,11.43,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a premium price (₹78.0L vs ₹70.0L). This is very similar to your 3BHK property in A-Satellite. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1178,A-Naroda,3.0,70.0,1845.0,932,A-Shilaj,3.0,72.0,1260.0,47.0,0.7462,0.7992,2.86,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a very similar price point (₹72.0L). This is very similar to your 3BHK property in A-Shilaj. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1178,A-Naroda,3.0,70.0,1845.0,1385,A-South Bopal,3.0,80.0,1755.0,176.0,0.7782,0.7782,14.29,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a premium price (₹80.0L vs ₹70.0L). This is very similar to your 3BHK property in A-South Bopal. Would you like to renew your package to capture these leads?
1178,A-Naroda,3.0,70.0,1845.0,557,A-Satellite,3.0,60.0,650.0,276.0,0.7555,0.7555,14.29,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a slightly lower price (₹60.0L vs ₹70.0L). This is very similar to your 3BHK property in A-Satellite. Would you like to renew your package to capture these leads?
2193,A-Odhav,3.0,58.0,1341.0,2192,A-Odhav,3.0,58.0,1341.0,68.0,0.9977,1.1297,0.0,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a very similar price point (₹58.0L). This is very similar to your 3BHK property in A-Odhav. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2193,A-Odhav,3.0,58.0,1341.0,2190,A-Odhav,3.0,45.0,450.0,287.0,0.9235,1.0235,22.41,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a slightly lower price (₹45.0L vs ₹58.0L). This is very similar to your 3BHK property in A-Odhav. Would you like to renew your package to capture these leads?
2193,A-Odhav,3.0,58.0,1341.0,2106,A-Odhav,3.0,70.0,2394.0,232.0,0.8477,0.9477,20.69,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a premium price (₹70.0L vs ₹58.0L). This is very similar to your 3BHK property in A-Odhav. Would you like to renew your package to capture these leads?
2193,A-Odhav,3.0,58.0,1341.0,2243,A-Chandkheda,3.0,67.0,550.0,113.0,0.7967,0.7967,15.52,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a premium price (₹67.0L vs ₹58.0L). This is very similar to your 3BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
876,A-Gota,3.0,110.00000000000001,1737.0,1695,A-Gota,3.0,95.0,1710.0,19.0,0.9989,1.1799,13.64,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a slightly lower price (₹95.0L vs ₹110.0L). This is very similar to your 3BHK property in A-Gota. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
876,A-Gota,3.0,110.00000000000001,1737.0,1657,A-Gota,3.0,125.0,1384.0,67.0,0.9966,1.1296,13.64,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a premium price (₹125.0L vs ₹110.0L). This is very similar to your 3BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
876,A-Gota,3.0,110.00000000000001,1737.0,1679,A-SG Highway,3.0,130.0,1800.0,64.0,0.9128,1.0488,18.18,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a premium price (₹130.0L vs ₹110.0L). This is very similar to your 3BHK property in A-SG Highway. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
876,A-Gota,3.0,110.00000000000001,1737.0,693,A-SG Highway,3.0,90.0,2300.0,86.0,0.9348,1.0488,18.18,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a slightly lower price (₹90.0L vs ₹110.0L). This is very similar to your 3BHK property in A-SG Highway. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
